	0	1
RPF2	RF	0.8354877066946031
SART3	RF	0.8354791381834284
MTPAP	RF	0.8354047436741271
NOP58	RF	0.8352977625720295
QTRTD1	RF	0.8338749374120522
BYSL	RF	0.8333687469872961
CWC22	RF	0.8332807776971516
INTS7	RF	0.8328124177940649
RPF1	RF	0.8326776790291862
RPAP2	RF	0.8325206276542888
WDR12	RF	0.8323969859044439
SETD2	RF	0.8319588253467759
RBM27	RF	0.8316824689638836
TFAM	RF	0.8315819562820017
SUV39H2	RF	0.8301893648726698
PUS7	RF	0.8301822714629995
RTCB	RF	0.8298653642651063
RPP30	RF	0.8292992405226397
GTF2H3	RF	0.8286810008202666
G3BP1	RF	0.8284115112066723
FIP1L1	RF	0.8282079997806094
THG1L	RF	0.8281398163076912
SRFBP1	RF	0.827913994904196
SCAF8	RF	0.8275869863374856
EXOSC8	RF	0.8269115503569561
GAR1	RF	0.8261992695678985
UTP20	RF	0.8260494681114467
RRP8	RF	0.8259459568785678
THOC2	RF	0.825160861844616
DBR1	RF	0.8249388614188112
POLR1A	RF	0.8245837358400202
MTO1	RF	0.8241523359272672
EPRS	RF	0.8238159549387891
ABCE1	RF	0.8232061587570738
NOP14	RF	0.8231297822958121
DDX20	RF	0.822955491158876
EXOSC7	RF	0.8228169804830383
PRMT1	RF	0.8223779110095336
UTP14A	RF	0.8217675487814406
NARS2	RF	0.8209592103499636
PRDM15	RF	0.8208145001835909
SNRPB2	RF	0.8194992868128811
PUS1	RF	0.8193240244748011
CCDC59	RF	0.8191590986292832
EXOSC5	RF	0.8179674845760798
POLR2B	RF	0.8178493248672015
POLR1C	RF	0.817685721228354
UPF2	RF	0.8174267625784154
PRPF31	RF	0.8173995649646093
CSTF1	RF	0.8173067708901101
PPP1R8	RF	0.8171660627745693
BCCIP	RF	0.816995100594457
MED1	RF	0.8169015650516384
SF3A3	RF	0.8165310543609645
ASCC3	RF	0.8164147551410582
PRPF8	RF	0.8163052385799543
IARS	RF	0.8160982473664781
MRPL44	RF	0.8153396304598926
GEMIN6	RF	0.8150587723960797
NCBP1	RF	0.8149231420808856
SNRPG	RF	0.8148054145019241
QRSL1	RF	0.814694320532682
RRP1	RF	0.814585115523436
EHMT1	RF	0.814034137170039
CTR9	RF	0.8138943172387196
SF3B3	RF	0.8134830009204559
ESF1	RF	0.8134010375854822
RARS	RF	0.8130737607232491
CNOT7	RF	0.8129134507957257
MTFMT	RF	0.8127408673273206
FCF1	RF	0.8119284387096236
NHP2	RF	0.811753124538979
MARS2	RF	0.8110858517936561
MYBBP1A	RF	0.8109305886829075
ADNP	RF	0.8101839539523834
TCOF1	RF	0.8101155828924951
BAZ1B	RF	0.8100992890371067
TARS	RF	0.8099843521926009
RNASEH1	RF	0.8095654148978013
DHX33	RF	0.8095015769094821
IMP4	RF	0.8092056450740835
PDE12	RF	0.8084951578820991
DDX21	RF	0.8078070801399234
NUP160	RF	0.8075078687997713
NUP43	RF	0.8074282293320292
EED	RF	0.8072451617016245
IMP3	RF	0.8067956821478296
WBP11	RF	0.8067032091656785
VPRBP	RF	0.8066016226481965
PRPF4B	RF	0.8065788117414248
SNRPD1	RF	0.8058307063144128
SETDB1	RF	0.8057636627999846
DDX56	RF	0.8057358113436058
SMG8	RF	0.805559321141178
POLK	RF	0.8053588004651548
SNRPE	RF	0.8050836091288515
PRMT3	RF	0.8049527877855228
RBBP4	RF	0.8047212252432472
GTF3C4	RF	0.8047031138125676
ATIC	RF	0.8040549857243063
RAD50	RF	0.8039125408747223
RPP38	RF	0.8032779202584672
CCAR1	RF	0.8031513605869021
SNRNP40	RF	0.8031147274534765
APEX1	RF	0.8029538658565222
SON	RF	0.8025429209067458
SYNCRIP	RF	0.8024221242599318
CIRH1A	RF	0.8022106569957644
TAF5	RF	0.8020841764696556
CPSF2	RF	0.8020364859582276
PLRG1	RF	0.801970966953467
PRMT6	RF	0.8014152105343983
PALB2	RF	0.8011866713291924
RAN	RF	0.8009890577861617
NSD1	RF	0.800848288736926
HDAC2	RF	0.8005080104541403
CWC27	RF	0.8004362144664767
TP53RK	RF	0.7995906043251823
DNAJC2	RF	0.7984830048588274
POLR3C	RF	0.7982768308019927
PRPF40A	RF	0.7978876756743022
SNRNP200	RF	0.797858987219954
KARS	RF	0.7975387009553255
INTS12	RF	0.7971464411252341
RRP36	RF	0.7968248224721451
GTPBP4	RF	0.7966034805895946
PUS3	RF	0.7964460834528658
EFTUD2	RF	0.7960287035652984
HUWE1	RF	0.7957629304224949
SUV39H1	RF	0.7956487886414296
GTF3C2	RF	0.7953932788489445
HNRNPA0	RF	0.7953295426417833
REXO4	RF	0.7945213911267388
PNPT1	RF	0.7945146242124375
GTF3C3	RF	0.7941223657328805
METTL18	RF	0.7940127394344189
INTS2	RF	0.7932157299479694
UTP18	RF	0.7925362104395669
CSNK2A1	RF	0.7924954926271921
DDX18	RF	0.7920147187094917
DIEXF	RF	0.7902084000832515
DPH5	RF	0.7901480661734768
ELP3	RF	0.7898611927698483
PHF5A	RF	0.789726076057697
RBBP6	RF	0.7893921248126475
ILF2	RF	0.788752917762492
NOC3L	RF	0.7886889799051318
SMARCA5	RF	0.7884976145205297
DDX23	RF	0.7884840771627114
TYW1	RF	0.7884792070589074
PRKDC	RF	0.7882264374023691
LSM5	RF	0.7876687130552694
PARN	RF	0.7875903188534338
NUFIP1	RF	0.7874516918575816
DHX37	RF	0.7871753329403176
PWP1	RF	0.7862966994596784
DNAJC8	RF	0.7861656030777088
TSEN15	RF	0.7860597858479558
C1QBP	RF	0.7859138666453434
ELAC2	RF	0.7857709948221161
DDX46	RF	0.7856327377895783
TAF9	RF	0.7854846189137373
MED6	RF	0.785445852908282
NUP205	RF	0.7850878272063084
GEMIN4	RF	0.7848176781481954
DROSHA	RF	0.7844580249302976
SUPV3L1	RF	0.7842920246842667
PUS10	RF	0.7841690726650641
DNTTIP2	RF	0.7841183701846305
LONP1	RF	0.7837864807095776
NCBP2	RF	0.783637352828346
YTHDF2	RF	0.7835331620680539
CPSF3	RF	0.7834273115532833
TAF2	RF	0.7833349261776278
FARSB	RF	0.7831866739601381
U2SURP	RF	0.7831172440418683
NFX1	RF	0.7828759799632443
AQR	RF	0.7827977016625078
PARS2	RF	0.7827452478912922
SNRPC	RF	0.7826319055485175
CHD4	RF	0.7822264792610085
GARS	RF	0.7816707469479178
USP16	RF	0.781524955479708
DHX38	RF	0.7812052484941886
WDR46	RF	0.7807071624539618
MAGOH	RF	0.7804455345182711
PRMT7	RF	0.780424258451261
POLR3D	RF	0.779839106830711
FARS2	RF	0.7797700906031034
CHERP	RF	0.7791910593090859
TEFM	RF	0.779136730523259
NUP155	RF	0.7788504070000672
EXOSC6	RF	0.7784182773902879
TFCP2	RF	0.7780778822450065
FASTKD2	RF	0.7779341362332474
DHX57	RF	0.7779234050926354
NUP88	RF	0.7777252795429273
SETD1A	RF	0.7776312801463587
DUS3L	RF	0.7769696437794972
TRUB2	RF	0.7766715620728695
DARS2	RF	0.7766060675861025
PUS7L	RF	0.7763395903602475
PTCD1	RF	0.7759050958260538
DARS	RF	0.7755968780949719
TSN	RF	0.7755264728146517
ADAT1	RF	0.7752081622524896
ASH2L	RF	0.7751529487708659
CTCF	RF	0.775115742254099
ATR	RF	0.7750889327514462
IWS1	RF	0.7744691505607958
SLC25A32	RF	0.7744276705044084
SET	RF	0.7744057240324783
DPM1	RF	0.774392405135312
CDC5L	RF	0.7743033394842656
LSM1	RF	0.7741854898331232
GNL2	RF	0.7730776405413926
PRPF18	RF	0.7728869861200971
ZBTB6	RF	0.7727702758873405
NCL	RF	0.7720401666200235
EIF2S1	RF	0.7716418503193233
CDK13	RF	0.7713660736171002
MTDH	RF	0.7710684349247237
DDX56	SVM	0.974049791770065
METTL18	SVM	0.962431673331696
EXOSC2	SVM	0.9593974729719348
PPIG	SVM	0.9531213954931361
RPUSD2	SVM	0.9517997424746543
DHX15	SVM	0.9517356736533686
PRPF4B	SVM	0.9516362830858982
DIS3	SVM	0.951182856045367
KRR1	SVM	0.9498900447765953
RPP38	SVM	0.9488847676581231
UTP23	SVM	0.9478499721489057
RRP9	SVM	0.9455492168424929
DDX23	SVM	0.9454619867302646
CSTF1	SVM	0.9453401654849962
PUS3	SVM	0.9450202276427327
POP1	SVM	0.9447577904749613
SKIV2L2	SVM	0.941998339142333
UTP3	SVM	0.9412987376540928
DHX38	SVM	0.9398625497496313
FIP1L1	SVM	0.9386556597267617
ADAT1	SVM	0.9359865160253088
EXOSC5	SVM	0.9349721076127113
MTO1	SVM	0.934422517082795
WDR3	SVM	0.9335592970939783
DHX8	SVM	0.9332045298125693
SCAF8	SVM	0.9326894834310141
UPF2	SVM	0.9319469779546572
MTPAP	SVM	0.9318004868931482
NARS2	SVM	0.9315381258924141
SCAF11	SVM	0.9290682800433856
FASTKD2	SVM	0.9288571127104012
DDX46	SVM	0.9286188236453815
DDX27	SVM	0.9256308344891279
SSB	SVM	0.9249232102426413
ZCCHC8	SVM	0.9243932636886005
DHX16	SVM	0.9243669306382764
POP4	SVM	0.9243532673806631
GNL2	SVM	0.9237820167825896
NOP14	SVM	0.9229784496180294
RTCB	SVM	0.9227276713059737
POP5	SVM	0.9221708063352945
YARS2	SVM	0.9211593531779262
SNRPD3	SVM	0.9210923190592365
BYSL	SVM	0.9206177663550809
SF3B1	SVM	0.9205584174477308
EFTUD2	SVM	0.919829853667589
PRPF31	SVM	0.9194278205688255
TRUB2	SVM	0.9193210488043154
PRPF8	SVM	0.9182937411969095
DDX21	SVM	0.9181459567460926
PRPF38B	SVM	0.9180454311898782
RBM10	SVM	0.9176945373221447
CWC22	SVM	0.9166830870505109
KARS	SVM	0.9165888697485864
CLP1	SVM	0.9163109314976259
EXOSC8	SVM	0.9158137465352677
PARN	SVM	0.9150901212862215
GTF3C2	SVM	0.9144311945949806
QTRTD1	SVM	0.9140989797788577
UTP18	SVM	0.9131036759668562
PAPOLG	SVM	0.9129912493365043
CHTOP	SVM	0.9124484027279477
SNRNP200	SVM	0.9123640712108049
NFX1	SVM	0.9121447788903564
HARS2	SVM	0.9120167270798621
DKC1	SVM	0.9119039867715557
USP10	SVM	0.9118555416766588
SART3	SVM	0.9116465868397744
WDR33	SVM	0.9115066563871421
WDR36	SVM	0.9114040414656327
CSTF2T	SVM	0.9106637740751379
SRRM2	SVM	0.9091618090666974
QRSL1	SVM	0.9089768431922731
PRMT5	SVM	0.9087594401321557
MRPL44	SVM	0.9078387041634894
POLG2	SVM	0.90669937649391
MBD4	SVM	0.906523074322273
GEMIN4	SVM	0.9059950469896368
PRPF3	SVM	0.9058523128660575
EXOSC9	SVM	0.9051914394269424
TSEN2	SVM	0.9049700426795707
GART	SVM	0.904769658966655
NOP56	SVM	0.9046461283375007
G3BP1	SVM	0.9044517687328942
RBBP5	SVM	0.904295874699598
NOC3L	SVM	0.9042445740483158
DCAF13	SVM	0.9040695388996649
TYW1	SVM	0.9032877821862841
DHX30	SVM	0.9027699325785451
RPP30	SVM	0.9020767320382874
DHX9	SVM	0.8991753597294441
ABCF1	SVM	0.8982434619740196
DDX6	SVM	0.8981519693103092
POP7	SVM	0.8979828628999489
CDK13	SVM	0.89791580410124
DDX20	SVM	0.8977079092928338
PTCD1	SVM	0.8974933407396626
PUS10	SVM	0.8972121588226128
PUS1	SVM	0.8971288458808592
NOL8	SVM	0.8970147676101159
EXOSC1	SVM	0.8967928112757636
EXOSC10	SVM	0.8967470524915963
DBR1	SVM	0.8960014189883374
CTU2	SVM	0.8959505053766993
METTL13	SVM	0.8953806495210386
POLR1C	SVM	0.8942953192048128
CDC40	SVM	0.8940462083666193
LSM1	SVM	0.8936725309696154
GPATCH1	SVM	0.8927838192524604
DDX18	SVM	0.8925670208714245
POLK	SVM	0.892502443944475
FLAD1	SVM	0.8924133831708204
TEFM	SVM	0.8911308000416591
DHX37	SVM	0.8903712217100211
CWC27	SVM	0.8896896168699041
THG1L	SVM	0.8895441719039521
CNOT1	SVM	0.8892979619382773
SNRNP70	SVM	0.889107621262694
MOCS3	SVM	0.888642175323857
FARS2	SVM	0.8882619374033998
SF3B2	SVM	0.8874076620016392
MRPS31	SVM	0.8870416943193694
RBM27	SVM	0.8866831557861887
SETD2	SVM	0.886232313958926
CPSF2	SVM	0.8861203578018239
GEMIN5	SVM	0.8858899590422997
UBTF	SVM	0.8858665142059443
AIMP1	SVM	0.8855903038216566
INTS7	SVM	0.8851742941548345
PUS7	SVM	0.884632656171707
SEPHS1	SVM	0.8843459439209106
HNRNPA0	SVM	0.8841541422434835
MPHOSPH10	SVM	0.8838657400204801
KIN	SVM	0.8836512786560548
PRPF18	SVM	0.8831729718271986
FARSB	SVM	0.8831669474852724
U2SURP	SVM	0.8824648495645602
PRPF4	SVM	0.882017711092743
UTP6	SVM	0.8814974177975862
MARS	SVM	0.8811815825968552
POLR2B	SVM	0.8810259781180466
LSG1	SVM	0.8801932406914014
DDX51	SVM	0.8799065524265116
INTS12	SVM	0.8792198912850833
PES1	SVM	0.879005415731
PUS7L	SVM	0.8789903887971054
RTCA	SVM	0.8787613242859662
PAICS	SVM	0.8785065744987364
NAT10	SVM	0.8782734415000581
RPF1	SVM	0.8779195072995275
RBM19	SVM	0.8774455077681734
CTDSPL2	SVM	0.8772993872640128
RBBP4	SVM	0.8770852283544579
ALKBH1	SVM	0.877075136403595
PATL1	SVM	0.8768718787453633
DIEXF	SVM	0.8766419798371513
RRP1B	SVM	0.8765510484082097
SF3B3	SVM	0.8765092582767262
FCF1	SVM	0.8760775167199374
RPF2	SVM	0.8759127670277167
SARS	SVM	0.8749256006877556
AARS2	SVM	0.8742558043355032
TSEN15	SVM	0.8740767929852378
TSN	SVM	0.873870062509001
AQR	SVM	0.8738356425528836
TARS	SVM	0.8737095411310299
HNRNPR	SVM	0.8735424527394198
PCBP2	SVM	0.8732937342246087
SLTM	SVM	0.8732468743241739
PMS2	SVM	0.8731240329730326
HNRNPH3	SVM	0.8726734946137382
RSL1D1	SVM	0.8725550418791198
UTP14A	SVM	0.872374953382635
MTFMT	SVM	0.8721345121908787
CPSF7	SVM	0.8705311214341012
SUV420H1	SVM	0.8703599896672144
USP39	SVM	0.8699126604730874
INTS10	SVM	0.8699002467144945
UTP20	SVM	0.8697798853563558
LUC7L3	SVM	0.869422513729499
SETDB1	SVM	0.8691253302138613
DDX31	SVM	0.8690972015588218
GAR1	SVM	0.8689737097647827
RIOK2	SVM	0.8681093910842202
NOLC1	SVM	0.8675740526540336
AK2	SVM	0.8674927670582929
PSPC1	SVM	0.8672684214230204
ISG20L2	SVM	0.8672021824730687
MARS2	SVM	0.867023246618179
APEX2	SVM	0.8669923828568938
TRNT1	SVM	0.8664891581904839
ATIC	SVM	0.8657302724826433
CPSF6	SVM	0.8656671199576979
PDCD11	SVM	0.8654160912195016
DROSHA	SVM	0.8654087750933616
XRN1	SVM	0.8653713192669431
NOL9	SVM	0.8650013384378746
THRAP3	SVM	0.864995390876086
LSM2	SVM	0.8649392568601266
ABCE1	SVM	0.8646585615714234
DDX47	SVM	0.8646553195030576
DUSP11	SVM	0.864601772352915
DDX39B	SVM	0.8645187143727016
RRP8	SVM	0.8641131069169041
REXO4	SVM	0.8639737937341465
DDX55	SVM	0.863249658526922
POLR1E	SVM	0.8625520416967601
TRUB1	SVM	0.8622385060692119
HARS	SVM	0.8614361082291041
SF3A3	SVM	0.8614046654627097
RRP1	SVM	0.8612834930394969
DHX29	SVM	0.8612596256956213
POLR1A	SVM	0.8606421806732509
DUS3L	SVM	0.8605896252643052
CD2BP2	SVM	0.860492689326253
SNRPB2	SVM	0.8603516052350003
MRPL9	SVM	0.8602501415390018
PRKDC	SVM	0.8597749157258506
POLR3C	SVM	0.8594931841517515
BUD13	SVM	0.858940309625496
MYBBP1A	SVM	0.8582040267671632
IMP4	SVM	0.8580613349396107
DHX57	SVM	0.8576841157671609
POLR3D	SVM	0.8576381059409327
METTL17	SVM	0.8576370972868157
THOC2	SVM	0.8572795437469759
CNOT7	SVM	0.8572422171154989
CPSF3	SVM	0.8566924358975733
ESF1	SVM	0.8565332888445121
GTPBP10	SVM	0.8559690996352858
EDC4	SVM	0.8558314188040084
POLR3A	SVM	0.8557977310577873
INTS5	SVM	0.8554676510613414
NOL11	SVM	0.854412000650631
EIF2B1	SVM	0.8542838901043369
SREK1	SVM	0.8539659003048503
PWP1	SVM	0.8539044682500532
PAPOLA	SVM	0.8537239125314464
VPRBP	SVM	0.8530511249190537
DIS3L	SVM	0.8530394405573204
INTS8	SVM	0.8524690899431887
CCT6A	SVM	0.8523651248891951
RNASEH1	SVM	0.8521756184901864
SCYL3	SVM	0.851985197933777
LSM6	SVM	0.8518333302118705
SON	SVM	0.8517540768764132
YTHDF2	SVM	0.8517085821339285
POLR1B	SVM	0.8516396392654564
OSGEP	SVM	0.8510172736092799
HNRNPM	SVM	0.8508666781711981
ZCCHC6	SVM	0.8507165618247368
SNRNP40	SVM	0.8505224674836415
EDC3	SVM	0.8504571166028715
DDX52	SVM	0.8504185615108149
LSM7	SVM	0.8503114109967395
RARS	SVM	0.8500308643913582
GTPBP4	SVM	0.8491380205549854
CPSF3L	SVM	0.8491353707621822
AKAP8	SVM	0.8488946474674666
APEX1	SVM	0.8486369861926146
DDX17	SVM	0.8486022418249587
CSTF3	SVM	0.848347706049861
WDR46	SVM	0.8481841377095306
RRP36	SVM	0.847904200062164
PAN2	SVM	0.8473994213392193
SMG8	SVM	0.8472623207971488
DNTTIP2	SVM	0.846948399273962
PRPF40A	SVM	0.8469221564905693
NMT1	SVM	0.8468271860662955
NUDT21	SVM	0.8462447815945648
