"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070475","GO:0070475","rRNA base methylation","7/257","11/18903",2.49344361852738e-11,5.52628524432803e-10,4.54229900861701e-10,"EMG1/METTL16/NOP2/METTL15/NSUN5/TRMT112/FDXACB1",7
"GO:0090646","GO:0090646","mitochondrial tRNA processing","7/257","12/18903",5.91502637475474e-11,1.28474372859673e-09,1.05598786648253e-09,"TRMT10C/TRMT5/TRMT61B/CDK5RAP1/HSD17B10/MTO1/RPUSD4",7
"GO:0000469","GO:0000469","cleavage involved in rRNA processing","9/257","28/18903",7.60714982494299e-11,1.61987543331139e-09,1.3314474822604e-09,"EXOSC2/UTP23/FCF1/NOP14/EXOSC8/EXOSC10/NOL9/EXOSC9/UTP20",9
"GO:0006378","GO:0006378","mRNA polyadenylation","10/257","39/18903",8.14464219894963e-11,1.70097719770371e-09,1.39810862038649e-09,"PAPOLG/MTPAP/CLP1/CPSF2/FIP1L1/WDR33/SCAF8/CPSF7/GRSF1/NUDT21",10
"GO:0000963","GO:0000963","mitochondrial RNA processing","8/257","20/18903",1.14544283052462e-10,2.30361280361063e-09,1.89344156000952e-09,"TRMT10C/TRMT5/TRMT61B/CDK5RAP1/FASTKD2/HSD17B10/MTO1/RPUSD4",8
"GO:0036260","GO:0036260","RNA capping","8/257","20/18903",1.14544283052462e-10,2.30361280361063e-09,1.89344156000952e-09,"RNMT/CMTR2/CMTR1/RNGTT/SNRPD3/NOP14/TGS1/UTP20",8
"GO:0001682","GO:0001682","tRNA 5'-leader removal","7/257","13/18903",1.26676307005008e-10,2.50128126195343e-09,2.05591403522004e-09,"RPP38/RPP30/POP1/SSB/POP4/POP7/POP5",7
"GO:0043631","GO:0043631","RNA polyadenylation","10/257","41/18903",1.40237640946646e-10,2.71960853692959e-09,2.23536690832247e-09,"PAPOLG/MTPAP/CLP1/CPSF2/FIP1L1/WDR33/SCAF8/CPSF7/GRSF1/NUDT21",10
"GO:0090502","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic","13/257","86/18903",1.44337776923752e-10,2.75001448665255e-09,2.26035890731934e-09,"RPP38/UTP23/RPP30/POP1/TSEN2/FCF1/POP4/POP7/POP5/NOP14/DBR1/NOL9/UTP20",13
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","15/257","125/18903",1.59461724384665e-10,2.98578332209907e-09,2.45414777274402e-09,"EXOSC2/MTPAP/UPF2/DIS3/SSB/EXOSC5/PARN/LSM1/EXOSC8/EXOSC10/PATL1/EXOSC9/GSPT1/XRN1/DCP1A",15
"GO:0016075","GO:0016075","rRNA catabolic process","8/257","21/18903",1.8286828317304e-10,3.3660161953546e-09,2.76667803979907e-09,"EXOSC2/DIS3/EXOSC5/DIS3L/EXOSC8/EXOSC10/EXOSC9/XRN1",8
"GO:0016078","GO:0016078","tRNA catabolic process","7/257","14/18903",2.50422134745671e-10,4.53264063889665e-09,3.72557842568999e-09,"NSUN2/TRDMT1/EXOSC2/POP1/EXOSC8/EXOSC10/EXOSC9",7
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","15/257","140/18903",8.02472931572639e-10,1.4286649240785e-08,1.17428308192165e-08,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PARN/LSM1/EXOSC8/PRMT5/PATL1/NUDT21/EXOSC9/YTHDF1/DCP1A",15
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","9/257","36/18903",9.42997797888341e-10,1.65176711049474e-08,1.35766066656929e-08,"FTSJ3/EXOSC2/FCF1/NOP14/EXOSC8/EXOSC10/NOL9/EXOSC9/UTP20",9
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","10/257","51/18903",1.41856825577217e-09,2.44534146947393e-08,2.00993463808655e-08,"SNRPD3/PRMT5/CD2BP2/SART3/TGS1/PRPF31/GEMIN4/PRPF3/DDX20/GEMIN5",10
"GO:0061157","GO:0061157","mRNA destabilization","13/257","103/18903",1.44630314792282e-09,2.45419565413154e-08,2.01721228526078e-08,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PARN/LSM1/EXOSC8/PATL1/EXOSC9/YTHDF1/DCP1A",13
"GO:0043488","GO:0043488","regulation of mRNA stability","16/257","175/18903",2.2729170214667e-09,3.7805817652985e-08,3.10742787338677e-08,"METTL16/METTL3/METTL14/EXOSC2/DIS3/FASTKD2/EXOSC5/PARN/FMR1/LSM1/RBM10/EXOSC8/PATL1/EXOSC9/YTHDF1/DCP1A",16
"GO:0050779","GO:0050779","RNA destabilization","13/257","107/18903",2.33240311487108e-09,3.7805817652985e-08,3.10742787338677e-08,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PARN/LSM1/EXOSC8/PATL1/EXOSC9/YTHDF1/DCP1A",13
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","13/257","107/18903",2.33240311487108e-09,3.7805817652985e-08,3.10742787338677e-08,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PARN/LSM1/EXOSC8/PATL1/EXOSC9/YTHDF1/DCP1A",13
"GO:0030490","GO:0030490","maturation of SSU-rRNA","10/257","55/18903",3.09586703827951e-09,4.94428176995815e-08,4.06392453322139e-08,"UTP23/MPHOSPH10/FCF1/UTP3/WDR3/BYSL/NOP14/DCAF13/DHX37/UTP20",10
"GO:0070525","GO:0070525","tRNA threonylcarbamoyladenosine metabolic process","7/257","19/18903",3.46896572817227e-09,5.45985040694941e-08,4.48769326848221e-08,"TRMT10C/TRMT5/TRMT61B/CDK5RAP1/HSD17B10/MTO1/RPUSD4",7
"GO:0062125","GO:0062125","regulation of mitochondrial gene expression","8/257","30/18903",4.73144612918199e-09,7.34050070898805e-08,6.03348318428019e-08,"TRMT10C/METTL4/TRUB2/CDK5RAP1/FASTKD2/METTL8/NSUN3/RPUSD4",8
"GO:0090503","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","9/257","43/18903",5.19872290998305e-09,7.95184940879098e-08,6.53597780232117e-08,"EXOSC2/DIS3/EXOSC5/DIS3L/PARN/EXOSC8/EXOSC10/EXOSC9/XRN1",9
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","16/257","190/18903",7.48560603259645e-09,1.12907890991663e-07,9.28040046146461e-08,"METTL16/METTL3/METTL14/EXOSC2/DIS3/FASTKD2/EXOSC5/PARN/FMR1/LSM1/RBM10/EXOSC8/PATL1/EXOSC9/YTHDF1/DCP1A",16
"GO:0002097","GO:0002097","tRNA wobble base modification","7/257","21/18903",7.82135484865326e-09,1.16356046104622e-07,9.56381962748085e-08,"ALKBH8/MTO1/MOCS3/NSUN3/TRMU/CTU2/ELP3",7
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","11/257","78/18903",8.24910133711375e-09,1.21061135839264e-07,9.95055182627662e-08,"EMG1/UTP23/MPHOSPH10/FCF1/UTP3/WDR3/BYSL/NOP14/DCAF13/DHX37/UTP20",11
"GO:0045727","GO:0045727","positive regulation of translation","14/257","143/18903",9.67368209613196e-09,1.40074916751991e-07,1.15133788316069e-07,"TRMT10C/METTL3/NSUN5/METTL14/ZCCHC4/TRUB2/CDK5RAP1/FASTKD2/METTL5/PCIF1/FMR1/METTL8/YTHDF1/RPUSD4",14
"GO:0071027","GO:0071027","nuclear RNA surveillance","6/257","14/18903",1.63315868586576e-08,2.33369780638186e-07,1.91816975846837e-07,"EXOSC2/EXOSC5/EXOSC8/EXOSC10/EXOSC9/XRN1",6
"GO:0032543","GO:0032543","mitochondrial translation","13/257","131/18903",2.80077368622637e-08,3.95018210810628e-07,3.24682991923439e-07,"TRMT10C/TRUB2/CDK5RAP1/FASTKD2/MRPL44/QRSL1/PTCD1/YARS2/METTL8/NSUN3/MRPS31/SARS2/RPUSD4",13
"GO:0070129","GO:0070129","regulation of mitochondrial translation","7/257","25/18903",3.08651276853177e-08,4.2973754700327e-07,3.53220354617401e-07,"TRMT10C/TRUB2/CDK5RAP1/FASTKD2/METTL8/NSUN3/RPUSD4",7
"GO:0070131","GO:0070131","positive regulation of mitochondrial translation","6/257","16/18903",4.25665189858586e-08,5.7784049523303e-07,4.74952738158001e-07,"TRMT10C/TRUB2/CDK5RAP1/FASTKD2/METTL8/RPUSD4",6
"GO:0071025","GO:0071025","RNA surveillance","6/257","16/18903",4.25665189858586e-08,5.7784049523303e-07,4.74952738158001e-07,"EXOSC2/EXOSC5/EXOSC8/EXOSC10/EXOSC9/XRN1",6
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","8/257","39/18903",4.47439272750522e-08,5.99900061984033e-07,4.93084474714025e-07,"UTP23/FCF1/UTP3/BYSL/NOP14/DCAF13/DHX37/UTP20",8
"GO:0050684","GO:0050684","regulation of mRNA processing","13/257","139/18903",5.70151219102188e-08,7.55102712128019e-07,6.20652418226772e-07,"METTL16/LARP7/WTAP/CWC22/FMR1/RBM10/PRMT5/RBM23/SRRM1/CPSF7/SLTM/RBM15B/NUDT21",13
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","14/257","170/18903",8.75722356100183e-08,1.14582467316241e-06,9.41804131861706e-07,"TRMT10C/METTL3/NSUN5/METTL14/ZCCHC4/TRUB2/CDK5RAP1/FASTKD2/METTL5/PCIF1/FMR1/METTL8/YTHDF1/RPUSD4",14
"GO:0017148","GO:0017148","negative regulation of translation","17/257","258/18903",9.62809390300783e-08,1.23225766128312e-06,1.01284723928282e-06,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PCIF1/PARN/FMR1/LSM1/EXOSC8/PUS7/PATL1/EXOSC9/XRN1/YTHDF1/DCP1A",17
"GO:0002098","GO:0002098","tRNA wobble uridine modification","6/257","18/18903",9.64474228444434e-08,1.23225766128312e-06,1.01284723928282e-06,"ALKBH8/MTO1/MOCS3/TRMU/CTU2/ELP3",6
"GO:0071028","GO:0071028","nuclear mRNA surveillance","5/257","10/18903",1.06510529971762e-07,1.34500506452714e-06,1.10551933189785e-06,"EXOSC5/EXOSC8/EXOSC10/EXOSC9/XRN1",5
"GO:0043484","GO:0043484","regulation of RNA splicing","14/257","180/18903",1.78302707809368e-07,2.22570966299969e-06,1.82940951267204e-06,"METTL16/LARP7/METTL4/WTAP/CWC22/FMR1/RBM10/PRMT5/HNRNPH3/RBM23/SRRM1/GRSF1/RBM15B/RBM12B",14
"GO:0071044","GO:0071044","histone mRNA catabolic process","5/257","11/18903",1.93102425938307e-07,2.38305948373866e-06,1.95874231095317e-06,"MTPAP/SSB/LSM1/EXOSC10/XRN1",5
"GO:0008334","GO:0008334","histone mRNA metabolic process","6/257","20/18903",1.96825713000086e-07,2.40171600357408e-06,1.97407693227762e-06,"MTPAP/SSB/CPSF2/LSM1/EXOSC10/XRN1",6
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","9/257","68/18903",3.37903540061957e-07,4.07736938341428e-06,3.35137078330455e-06,"EXOSC2/DIS3/EXOSC5/PARN/LSM1/EXOSC8/PATL1/EXOSC9/DCP1A",9
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","17/257","283/18903",3.59906379966389e-07,4.29514646860988e-06,3.53037143101791e-06,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PCIF1/PARN/FMR1/LSM1/EXOSC8/PUS7/PATL1/EXOSC9/XRN1/YTHDF1/DCP1A",17
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","17/257","285/18903",3.97379443935168e-07,4.69080517514775e-06,3.85558087479431e-06,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PCIF1/PARN/FMR1/LSM1/EXOSC8/PUS7/PATL1/EXOSC9/XRN1/YTHDF1/DCP1A",17
"GO:0043928","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","5/257","13/18903",5.26060750335304e-07,6.07768058366107e-06,4.9955152999366e-06,"EXOSC2/DIS3/EXOSC5/EXOSC8/EXOSC9",5
"GO:0098789","GO:0098789","pre-mRNA cleavage required for polyadenylation","5/257","13/18903",5.26060750335304e-07,6.07768058366107e-06,4.9955152999366e-06,"CSTF2T/CPSF2/FIP1L1/CPSF7/NUDT21",5
"GO:0098787","GO:0098787","mRNA cleavage involved in mRNA processing","5/257","14/18903",8.09243618933446e-07,9.25093231749182e-06,7.60375167706994e-06,"CSTF2T/CPSF2/FIP1L1/CPSF7/NUDT21",5
"GO:0006479","GO:0006479","protein methylation","14/257","208/18903",1.03441254559483e-06,1.15811548919174e-05,9.51906498821937e-06,"METTL18/FBL/RBBP5/CHTOP/TRMT112/SNRPD3/PRMT5/RRP8/FBLL1/SETD2/PCMTD2/SETDB1/PWP1/GSPT1",14
"GO:0008213","GO:0008213","protein alkylation","14/257","208/18903",1.03441254559483e-06,1.15811548919174e-05,9.51906498821937e-06,"METTL18/FBL/RBBP5/CHTOP/TRMT112/SNRPD3/PRMT5/RRP8/FBLL1/SETD2/PCMTD2/SETDB1/PWP1/GSPT1",14
"GO:0000478","GO:0000478","endonucleolytic cleavage involved in rRNA processing","5/257","16/18903",1.72670318433116e-06,1.89414106887237e-05,1.55687857555856e-05,"UTP23/FCF1/NOP14/NOL9/UTP20",5
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5/257","16/18903",1.72670318433116e-06,1.89414106887237e-05,1.55687857555856e-05,"UTP23/FCF1/NOP14/NOL9/UTP20",5
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","10/257","109/18903",2.372629991465e-06,2.57667617073099e-05,2.11788445553929e-05,"METTL16/LARP7/WTAP/CWC22/FMR1/RBM10/PRMT5/RBM23/SRRM1/RBM15B",10
"GO:0006390","GO:0006390","mitochondrial transcription","5/257","18/18903",3.31237812365174e-06,3.56162637850078e-05,2.92745872731285e-05,"METTL4/TFB2M/MTERF4/TEFM/TFB1M",5
"GO:0034472","GO:0034472","snRNA 3'-end processing","6/257","32/18903",4.01307798789309e-06,4.27274774005088e-05,3.51196092232543e-05,"EXOSC2/EXOSC5/INTS12/EXOSC8/INTS7/EXOSC9",6
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","5/257","19/18903",4.44559868320661e-06,4.6873011358858e-05,3.85270074947287e-05,"EXOSC2/DIS3/EXOSC5/EXOSC8/EXOSC9",5
"GO:0006379","GO:0006379","mRNA cleavage","5/257","20/18903",5.86185633994213e-06,6.12113075497803e-05,5.03122892335114e-05,"CSTF2T/CPSF2/FIP1L1/CPSF7/NUDT21",5
"GO:0031118","GO:0031118","rRNA pseudouridine synthesis","4/257","10/18903",6.57283736987665e-06,6.73405790913778e-05,5.53502094305402e-05,"RPUSD2/DKC1/RPUSD1/RPUSD4",4
"GO:0031125","GO:0031125","rRNA 3'-end processing","4/257","10/18903",6.57283736987665e-06,6.73405790913778e-05,5.53502094305402e-05,"EXOSC2/EXOSC8/EXOSC10/EXOSC9",4
"GO:0016180","GO:0016180","snRNA processing","6/257","37/18903",9.72561326838745e-06,9.87104299950353e-05,8.11344815700203e-05,"EXOSC2/EXOSC5/INTS12/EXOSC8/INTS7/EXOSC9",6
"GO:0034427","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","4/257","11/18903",1.02184001949843e-05,0.000102751690849564,8.44561731515269e-05,"EXOSC2/EXOSC5/EXOSC8/EXOSC9",4
"GO:1903241","GO:1903241","U2-type prespliceosome assembly","5/257","24/18903",1.5370924077482e-05,0.000153145170166472,0.000125876809441861,"DDX46/SF3B1/SNRPD3/BUD13/SNRPB2",5
"GO:0070918","GO:0070918","small regulatory ncRNA processing","7/257","61/18903",1.84610071548014e-05,0.000182260488819221,0.000149807981504991,"METTL3/HENMT1/TRUB1/TSN/BCDIN3D/PUS10/DGCR8",7
"GO:0000244","GO:0000244","spliceosomal tri-snRNP complex assembly","5/257","25/18903",1.90012955525273e-05,0.000185904567297699,0.000152803211271153,"CD2BP2/SART3/PRPF31/PRPF3/DDX20",5
"GO:0006388","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation","4/257","13/18903",2.16696354057457e-05,0.000209047718099426,0.000171825593630235,"CLP1/TSEN2/TSEN15/RTCB",4
"GO:0006403","GO:0006403","RNA localization","12/257","202/18903",2.17517423068463e-05,0.000209047718099426,0.000171825593630235,"NSUN2/FBL/UPF2/CHTOP/SSB/PARN/FMR1/EXOSC10/DKC1/SETD2/MCM3AP/RBM15B",12
"GO:0043039","GO:0043039","tRNA aminoacylation","6/257","44/18903",2.72717521996822e-05,0.000259799323586447,0.000213540589707576,"HARS2/FARSB/NARS2/QRSL1/YARS2/SARS2",6
"GO:0000394","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation","4/257","14/18903",3.00137921204706e-05,0.000283434593415922,0.000232967466527772,"CLP1/TSEN2/TSEN15/RTCB",4
"GO:0043038","GO:0043038","amino acid activation","6/257","45/18903",3.11119325493882e-05,0.000291272058177893,0.000239409426514349,"HARS2/FARSB/NARS2/QRSL1/YARS2/SARS2",6
"GO:0000245","GO:0000245","spliceosomal complex assembly","8/257","95/18903",4.58933261704828e-05,0.000425984207018328,0.000350135317971835,"DDX46/SF3B1/SNRPD3/SCAF11/DDX23/CRNKL1/BUD13/SNRPB2",8
"GO:0039694","GO:0039694","viral RNA genome replication","5/257","30/18903",4.82129885298386e-05,0.000443722928333938,0.000364715559975942,"DDX56/FMR1/SETDB1/PCBP1/PCBP2",5
"GO:0016571","GO:0016571","histone methylation","10/257","167/18903",9.8835758945195e-05,0.000901980119449426,0.000741377475325302,"FBL/RBBP5/CHTOP/TRMT112/PRMT5/RRP8/FBLL1/SETD2/SETDB1/PWP1",10
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","7/257","82/18903",0.000126279348596933,0.00114282810480225,0.000939341119387715,"METTL16/NSUN2/TRDMT1/PARN/FMR1/RBM10/DKC1",7
"GO:0042255","GO:0042255","ribosome assembly","6/257","61/18903",0.000176900846437838,0.00158772164654125,0.00130501885845399,"NOP2/MTERF4/FASTKD2/RPF2/DHX30/DHX37",6
"GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","5/257","40/18903",0.00019927171755944,0.00177384496122584,0.00145800186790686,"UPF2/PARN/EXOSC10/GSPT1/DCP1A",5
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation","5/257","41/18903",0.000224451990375948,0.00198174684185593,0.00162888564688749,"HARS2/FARSB/NARS2/YARS2/SARS2",5
"GO:0006405","GO:0006405","RNA export from nucleus","7/257","90/18903",0.000226355695806359,0.00198243778746537,0.00162945356573678,"NSUN2/UPF2/CHTOP/SSB/SETD2/MCM3AP/RBM15B",7
"GO:0000290","GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA","3/257","10/18903",0.000277736689553965,0.00239382575282227,0.00196759158514421,"LSM1/PATL1/DCP1A",3
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/257","10/18903",0.000277736689553965,0.00239382575282227,0.00196759158514421,"FCF1/NOP14/UTP20",3
"GO:0006406","GO:0006406","mRNA export from nucleus","6/257","67/18903",0.000297081999275935,0.00254040197806036,0.00208806908732692,"NSUN2/UPF2/CHTOP/SETD2/MCM3AP/RBM15B",6
"GO:0043489","GO:0043489","RNA stabilization","6/257","70/18903",0.000377310331197529,0.00315822206305423,0.00259588282395075,"METTL16/NSUN2/TRDMT1/PARN/RBM10/DKC1",6
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","3/257","11/18903",0.000378056048063582,0.00315822206305423,0.00259588282395075,"LARP7/MEPCE/DKC1",3
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","3/257","11/18903",0.000378056048063582,0.00315822206305423,0.00259588282395075,"LARP7/MEPCE/DKC1",3
"GO:0000027","GO:0000027","ribosomal large subunit assembly","4/257","26/18903",0.000394255150465795,0.00326840529317445,0.0026864473089192,"NOP2/FASTKD2/RPF2/DHX30",4
"GO:0051291","GO:0051291","protein heterooligomerization","4/257","27/18903",0.0004579103621654,0.00376735343417897,0.00309655492118229,"FARSB/MAT2A/CPSF7/NUDT21",4
"GO:1903405","GO:1903405","protein localization to nuclear body","3/257","12/18903",0.000499020090709055,0.00404429715305995,0.00332418724997077,"LARP7/MEPCE/DKC1",3
"GO:1904867","GO:1904867","protein localization to Cajal body","3/257","12/18903",0.000499020090709055,0.00404429715305995,0.00332418724997077,"LARP7/MEPCE/DKC1",3
"GO:0000470","GO:0000470","maturation of LSU-rRNA","4/257","28/18903",0.000528562639311882,0.00425199278735336,0.00349490150593743,"FTSJ3/NOP2/RPF2/NOL9",4
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","6/257","76/18903",0.000587921437755782,0.00469472559854985,0.00385880324471288,"FTSJ3/NOP2/FASTKD2/RPF2/DHX30/NOL9",6
"GO:0006383","GO:0006383","transcription by RNA polymerase III","5/257","53/18903",0.000752869224261571,0.00596799983611727,0.00490536382768968,"DDX21/GTF3C2/SF3B1/POLR1C/GTF3C4",5
"GO:1990173","GO:1990173","protein localization to nucleoplasm","3/257","14/18903",0.000809191982349025,0.0063679890784858,0.00523413273098378,"LARP7/MEPCE/DKC1",3
"GO:2000736","GO:2000736","regulation of stem cell differentiation","6/257","82/18903",0.000880098347318941,0.00687616406610338,0.00565182429781494,"NSUN2/METTL3/CDK13/PUS7/PWP1/NUDT21",6
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/257","15/18903",0.00100136713157489,0.00760639143920683,0.00625203057133604,"FTSJ3/RPF2/NOL9",3
"GO:0051290","GO:0051290","protein heterotetramerization","3/257","15/18903",0.00100136713157489,0.00760639143920683,0.00625203057133604,"FARSB/CPSF7/NUDT21",3
"GO:0110156","GO:0110156","methylguanosine-cap decapping","3/257","15/18903",0.00100136713157489,0.00760639143920683,0.00625203057133604,"LSM1/PATL1/DCP1A",3
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","4/257","33/18903",0.00100157824659906,0.00760639143920683,0.00625203057133604,"DDX21/SF3B1/UBTF/PWP1",4
"GO:0035196","GO:0035196","miRNA processing","5/257","57/18903",0.00105116977904174,0.00792757208360647,0.00651602319172074,"METTL3/TRUB1/BCDIN3D/PUS10/DGCR8",5
"GO:0031053","GO:0031053","primary miRNA processing","3/257","16/18903",0.00122012578973848,0.00907573018942457,0.0074597452754018,"METTL3/PUS10/DGCR8",3
"GO:2000232","GO:2000232","regulation of rRNA processing","3/257","16/18903",0.00122012578973848,0.00907573018942457,0.0074597452754018,"METTL18/DIMT1/TRMT112",3
"GO:0006360","GO:0006360","transcription by RNA polymerase I","5/257","62/18903",0.00153764973071035,0.011359779643207,0.00933710685028552,"DDX21/SF3B1/UBTF/POLR1C/PWP1",5
"GO:0098781","GO:0098781","ncRNA transcription","5/257","63/18903",0.00165196207715183,0.0121218298363979,0.00996346971141359,"LARP7/MEPCE/GTF3C2/PWP1/GTF3C4",5
"GO:0110154","GO:0110154","RNA decapping","3/257","18/18903",0.00174254798132245,0.0125324974020939,0.0103010156023802,"LSM1/PATL1/DCP1A",3
"GO:1902570","GO:1902570","protein localization to nucleolus","3/257","18/18903",0.00174254798132245,0.0125324974020939,0.0103010156023802,"BYSL/RPF2/NOL8",3
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","3/257","18/18903",0.00174254798132245,0.0125324974020939,0.0103010156023802,"PARN/EXOSC10/DKC1",3
"GO:0050657","GO:0050657","nucleic acid transport","8/257","163/18903",0.00177974469050238,0.0126326976070953,0.0103833745961198,"NSUN2/UPF2/CHTOP/SSB/FMR1/SETD2/MCM3AP/RBM15B",8
"GO:0050658","GO:0050658","RNA transport","8/257","163/18903",0.00177974469050238,0.0126326976070953,0.0103833745961198,"NSUN2/UPF2/CHTOP/SSB/FMR1/SETD2/MCM3AP/RBM15B",8
"GO:0051168","GO:0051168","nuclear export","8/257","165/18903",0.0019214600183627,0.0135500362333889,0.0111373759095801,"NSUN2/UPF2/CHTOP/SSB/SETD2/MCM3AP/RBM15B/LSG1",8
"GO:0051236","GO:0051236","establishment of RNA localization","8/257","166/18903",0.00199557765619484,0.013905018894113,0.0114291519067634,"NSUN2/UPF2/CHTOP/SSB/FMR1/SETD2/MCM3AP/RBM15B",8
"GO:0051028","GO:0051028","mRNA transport","7/257","130/18903",0.00202447017391608,0.013905018894113,0.0114291519067634,"NSUN2/UPF2/CHTOP/FMR1/SETD2/MCM3AP/RBM15B",7
"GO:0090670","GO:0090670","RNA localization to Cajal body","3/257","19/18903",0.00204862156819345,0.013905018894113,0.0114291519067634,"PARN/EXOSC10/DKC1",3
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","3/257","19/18903",0.00204862156819345,0.013905018894113,0.0114291519067634,"PARN/EXOSC10/DKC1",3
"GO:0090672","GO:0090672","telomerase RNA localization","3/257","19/18903",0.00204862156819345,0.013905018894113,0.0114291519067634,"PARN/EXOSC10/DKC1",3
"GO:0090685","GO:0090685","RNA localization to nucleus","3/257","19/18903",0.00204862156819345,0.013905018894113,0.0114291519067634,"PARN/EXOSC10/DKC1",3
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","4/257","40/18903",0.00207664518055464,0.0140076811557909,0.0115135345741114,"METTL3/METTL14/PUS7/NUDT21",4
"GO:0016570","GO:0016570","histone modification","15/257","474/18903",0.00220222237223691,0.0147630462731437,0.0121344026748337,"FBL/RBBP5/CHTOP/DDX21/SF3B1/TRMT112/PRMT5/RRP8/FBLL1/SETD2/SART3/SETDB1/MCM3AP/PWP1/GTF3C4",15
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","14/257","429/18903",0.0023198228757653,0.0154559978103136,0.012703970285108,"METTL16/METTL3/METTL14/EXOSC2/DIS3/EXOSC5/PARN/LSM1/EXOSC8/PATL1/GRSF1/EXOSC9/YTHDF1/DCP1A",14
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","4/257","43/18903",0.00271649402642913,0.01798849093111,0.0147855387317837,"DDX21/SF3B1/UBTF/PWP1",4
"GO:0140747","GO:0140747","regulation of ncRNA transcription","3/257","23/18903",0.0035971567617659,0.023675831777441,0.0194602164847049,"LARP7/MEPCE/PWP1",3
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","5/257","81/18903",0.00494467988223988,0.0323489298320031,0.0265890205462233,"WTAP/FMR1/RBM10/CDK13/RBM15B",5
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","4/257","53/18903",0.00579946631901519,0.0377138947452125,0.0309987232179318,"PARN/EXOSC10/DKC1/XRN1",4
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","3/257","28/18903",0.00633001582680945,0.0409190308804468,0.0336331667990878,"METTL3/EXOSC10/RBM15B",3
"GO:0007549","GO:0007549","dosage compensation","3/257","30/18903",0.0076901687614273,0.0489679154874004,0.0402489021356165,"METTL3/EXOSC10/RBM15B",3
"GO:0009113","GO:0009113","purine nucleobase biosynthetic process","2/257","10/18903",0.00771041763199398,0.0489679154874004,0.0402489021356165,"PAICS/GART",2
"GO:2000234","GO:2000234","positive regulation of rRNA processing","2/257","10/18903",0.00771041763199398,0.0489679154874004,0.0402489021356165,"DIMT1/TRMT112",2
