"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region","14/1600","30/18903",3.63642617647004e-08,6.47803348865449e-07,5.35894383900848e-07,"CCT2/ATRX/ATR/DKC1/CCT7/TCP1/CCT8/GNL3/CCT4/CCT5/TERF2/CCT6A/CCT3/XRCC5",14
"GO:0030174","GO:0030174","regulation of DNA-templated DNA replication initiation","10/1600","15/18903",3.71230903006978e-08,6.58967880497797e-07,5.45130226554544e-07,"WRNIP1/CIZ1/MCM7/CDK2/MCM2/MCM4/MCM6/MCM3/MCM5/NBN",10
"GO:0006268","GO:0006268","DNA unwinding involved in DNA replication","12/1600","22/18903",3.76079470242845e-08,6.65207233181315e-07,5.50291722042535e-07,"RECQL/SSBP1/MCM7/MCM2/MCM4/MCM6/MCM3/MCM5/WRN/PURA/HMGA1/RPA1",12
"GO:0070202","GO:0070202","regulation of establishment of protein localization to chromosome","9/1600","12/18903",3.79459644746662e-08,6.68814384451006e-07,5.53275732715981e-07,"CCT2/DKC1/CCT7/TCP1/CCT8/CCT4/CCT5/CCT6A/CCT3",9
"GO:2000736","GO:2000736","regulation of stem cell differentiation","24/1600","82/18903",4.06407002450032e-08,7.13788073317169e-07,5.9048015181769e-07,"HDAC2/HDAC1/HNRNPU/MTA2/SETD1A/CDK12/CDK13/NUDT21/ITCH/SMYD5/EZH2/YTHDF2/NELFB/PRKDC/RBBP7/RBBP4/HSPA9/MTA1/CHD4/MBD3/PUS7/GATAD2A/EIF2AK2/NSUN2",24
"GO:0007623","GO:0007623","circadian rhythm","43/1600","210/18903",4.25033692066482e-08,7.43883528430741e-07,6.15376573555165e-07,"HDAC2/PSPC1/EP300/SIRT1/HDAC1/HNRNPU/OGT/PARP1/NCOR1/THRAP3/SUV39H2/TOP1/CCAR2/SIN3A/HUWE1/DDB1/USP7/MYBBP1A/PRKAA1/RBM4/MTOR/HNRNPD/MAPK8/TOP2A/CDK1/TYMS/EZH2/TP53/SFPQ/PRKDC/TARDBP/PPP1CC/SUV39H1/AHCY/MTA1/RBM4B/NONO/HNRNPL/GFPT1/USP9X/PPP1CB/PRMT5/ROCK2",43
"GO:0048511","GO:0048511","rhythmic process","55/1600","302/18903",4.39971733581058e-08,7.67335317168643e-07,6.34777031887283e-07,"HDAC2/PSPC1/EP300/SIRT1/HDAC1/DDX5/HNRNPU/OGT/PARP1/NCOR1/THRAP3/SUV39H2/DHX9/TOP1/CCAR2/SIN3A/HUWE1/ESR1/DDB1/USP7/MYBBP1A/PRKAA1/RBM4/MTOR/ZNF830/HNRNPD/MAPK8/TOP2A/CDK1/TYMS/EZH2/ADNP/SGPL1/TP53/CSNK2A1/SFPQ/CBX3/PRKDC/DNM1L/NCOR2/TARDBP/PPP1CC/SUV39H1/AHCY/MTA1/RBM4B/NONO/HNRNPL/GFPT1/HSPA5/PCNA/USP9X/PPP1CB/PRMT5/ROCK2",55
"GO:0061077","GO:0061077","chaperone-mediated protein folding","22/1600","71/18903",4.75286691233715e-08,8.26038333057063e-07,6.83339016921388e-07,"CCT2/DFFA/HSPB1/ST13/CCT7/CSNK2A1/HSPA14/DNAJC7/PPID/TCP1/CCT8/CCT4/PTGES3/CCT5/HSPA9/FKBP4/PDCD5/TRAP1/HSPA5/CCT6A/CCT3/HSPE1",22
"GO:0050685","GO:0050685","positive regulation of mRNA processing","15/1600","35/18903",4.89455375110526e-08,8.47709517726147e-07,7.01266473111572e-07,"THRAP3/SNW1/NUDT21/TRA2A/SF3B4/CLNS1A/NCL/RBMX/CDC73/WDR77/DAZAP1/NCBP1/NCBP2/PRMT5/PRPF19",15
"GO:0033120","GO:0033120","positive regulation of RNA splicing","16/1600","40/18903",5.69586295903511e-08,9.83078354313742e-07,8.13250147492903e-07,"RBM22/SRSF5/THRAP3/SNW1/POLR2A/TRA2A/SF3B4/CLNS1A/NCL/RBMX/WDR77/DAZAP1/NCBP1/U2AF2/PRMT5/PRPF19",16
"GO:0006337","GO:0006337","nucleosome disassembly","11/1600","19/18903",6.16587830955347e-08,1.05688663257913e-06,8.7430793899257e-07,"SMARCD1/GRWD1/ARID1A/SSRP1/SMARCC1/SET/SMARCE1/HMGA1/SMARCC2/SMARCA4/SMARCB1",11
"GO:0007076","GO:0007076","mitotic chromosome condensation","11/1600","19/18903",6.16587830955347e-08,1.05688663257913e-06,8.7430793899257e-07,"AKAP8/SMC4/NCAPG/SMC2/NCAPD2/NUSAP1/BAZ1B/PLK1/NCAPD3/NCAPH/SMARCA5",11
"GO:0051571","GO:0051571","positive regulation of histone H3-K4 methylation","13/1600","27/18903",7.0635201565183e-08,1.20660405961347e-06,9.98161464079011e-07,"OGT/CTR9/SNW1/NELFE/DNMT3B/KANSL3/CTNNB1/PAXIP1/BRCA1/SMAD4/DNMT1/HCFC1/NELFA",13
"GO:0034728","GO:0034728","nucleosome organization","35/1600","156/18903",7.21379201933615e-08,1.2280680748276e-06,1.01591753963707e-06,"SMARCD1/PCID2/ATRX/ASF1A/SART3/BRD2/SRCAP/MCM3AP/SETD2/YEATS4/GRWD1/ARID1A/NAP1L4/RUVBL2/HP1BP3/SSRP1/MCM2/ANP32B/ASF1B/CHAF1A/NASP/NPM1/SMARCC1/NAP1L1/SET/ACTL6A/HMGB2/RUVBL1/POLE3/SMARCE1/HMGA1/SMARCC2/SMARCA4/SMARCB1/SMARCA5",35
"GO:0050821","GO:0050821","protein stabilization","43/1600","214/18903",7.50667889650593e-08,1.27358212026434e-06,1.05356896793066e-06,"EP300/CCT2/RPAP3/NAA15/STK3/CTNND1/SUGT1/USP7/RUVBL2/TAF1/WIZ/POLR2E/PFDN2/TP53/PHB2/CCT7/SEC16A/RPL23/RPL11/TCP1/GTPBP4/CCT8/RPL5/RPS7/NPM1/HSPD1/CCT4/PTGES3/CCT5/TTI1/SUMO1/TAF9/BAG2/PRKRA/CDK7/RUVBL1/URI1/HCFC1/USP9X/HSP90AB1/CCT6A/CCT3/COG3",43
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","48/1600","252/18903",7.65801545901846e-08,1.29485359693505e-06,1.071165766257e-06,"TANK/TRIP12/DNAJA1/RPS20/CUL3/WDR48/UBR5/UBE2N/DDX3X/OGT/SART3/TOPORS/ATG5/HUWE1/KDM1A/TRAF6/ITCH/SQSTM1/TAF1/HMG20A/CTNNB1/AIMP2/UBE2L3/PAXIP1/VCP/BRCA1/RPL23/RPL11/GTPBP4/RPL5/RPS7/GNL3/NPM1/COPS3/RPS15/BUB3/COPS5/MTA1/BAG2/RPL37/FANCI/HSPA5/PLK1/UFL1/HSP90AB1/PRMT3/COPS6/U2AF2",48
"GO:0010212","GO:0010212","response to ionizing radiation","33/1600","143/18903",8.30897141340101e-08,1.40017396655555e-06,1.1582918897771e-06,"ATM/TANK/NIPBL/SIRT1/ERCC8/XRCC6/PARP1/BRCC3/MDM2/ATR/INTS3/KDM1A/PRKAA1/MEN1/VCAM1/DNMT3A/MGMT/TP53/PAXIP1/TOPBP1/BRCA1/PRKDC/ERCC1/MTA1/RAD1/WRN/RPL26/HSPA5/ECT2/ZMPSTE24/INTS7/MSH2/XRCC5",33
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","20/1600","62/18903",9.10241577475612e-08,1.52871548432604e-06,1.26462767453638e-06,"NEDD4/RBM22/IPO5/TPR/UBR5/DHX9/YWHAE/KHDRBS1/CDK1/CPSF6/ANP32B/TRIM28/TARDBP/EMD/RIOK2/ECT2/HSP90AB1/RAN/XPO4/NCBP2",20
"GO:0031125","GO:0031125","rRNA 3'-end processing","8/1600","10/18903",9.98562584353898e-08,1.67141952038834e-06,1.38267938207958e-06,"RPS21/EXOSC10/EXOSC2/EXOSC3/EXOSC9/EXOSC8/ERI2/EXOSC7",8
"GO:0046831","GO:0046831","regulation of RNA export from nucleus","9/1600","13/18903",1.14000301101249e-07,1.89544500631011e-06,1.5680041414628e-06,"TPR/DHX9/SETD2/THOC2/KHDRBS1/NUP153/CPSF6/NCBP2/NSUN2",9
"GO:0098789","GO:0098789","pre-mRNA cleavage required for polyadenylation","9/1600","13/18903",1.14000301101249e-07,1.89544500631011e-06,1.5680041414628e-06,"FIP1L1/CSTF2/TUT1/NUDT21/CPSF6/CPSF1/CPSF4/NCBP1/NCBP2",9
"GO:0000963","GO:0000963","mitochondrial RNA processing","11/1600","20/18903",1.26502472627752e-07,2.09632668925988e-06,1.73418322329353e-06,"MTO1/PUS1/TRMT61B/PNPT1/TRMT10C/HSD17B10/TBRG4/TRMT5/SUPV3L1/FASTKD2/ELAC2",11
"GO:0051568","GO:0051568","histone H3-K4 methylation","22/1600","75/18903",1.41730633066907e-07,2.34090197926401e-06,1.93650777839761e-06,"NCOA6/ASH2L/WDR82/OGT/ASH1L/SETMAR/SETD1A/CTR9/KDM1A/SNW1/NELFE/MEN1/HCFC2/DNMT3B/KANSL3/CTNNB1/PAXIP1/BRCA1/SMAD4/DNMT1/HCFC1/NELFA",22
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","23/1600","81/18903",1.43529520004347e-07,2.36278959003855e-06,1.95461427277068e-06,"ATM/RAD17/BRCC3/GIGYF2/MDM2/TAOK1/RINT1/ZNF830/CDK1/CDK2/TP53/TOPBP1/BRCA1/TIPIN/PRKDC/NBN/MDC1/RPL26/PLK1/RPS27L/MSH2/CHEK1/PPP1R10",23
"GO:0000018","GO:0000018","regulation of DNA recombination","31/1600","133/18903",1.59943602715753e-07,2.62433779719137e-06,2.17097964905039e-06,"THOC1/RIF1/BRD8/KPNA2/WDR48/EP400/PARP1/FUS/SETD2/YEATS4/MSH3/EXOSC3/ALYREF/KDM1A/TRRAP/RUVBL2/MMS19/PAXIP1/RAD50/TFRC/ACTL6A/POGZ/TERF2/RUVBL1/MSH6/MLH1/KPNA1/MORF4L2/MSH2/CHEK1/SMARCAD1",31
"GO:0033260","GO:0033260","nuclear DNA replication","15/1600","38/18903",1.8264946984413e-07,2.98706739535252e-06,2.47104718477649e-06,"ATRX/WIZ/ZNF830/MCM2/MCM4/UPF1/MCM6/MCM3/POLA1/TIPIN/WRN/TERF2/ZMPSTE24/PCNA/FEN1",15
"GO:0006284","GO:0006284","base-excision repair","16/1600","43/18903",1.8812335597615e-07,3.06653365885307e-06,2.5367855363829e-06,"POLE/POLG/XPA/HUWE1/LIG3/PARP2/XRCC1/MPG/WRN/TDG/POLD1/RPA3/PCNA/FEN1/APEX1/RPA1",16
"GO:0035066","GO:0035066","positive regulation of histone acetylation","14/1600","34/18903",2.51676661080893e-07,4.08913089730129e-06,3.38272762364856e-06,"TADA2A/SF3B1/MYBBP1A/RUVBL2/GLYR1/PAXIP1/DEK/BRCA1/SMAD4/BAZ1B/SMARCB1/DDX21/SMARCA5/BRD7",14
"GO:0030261","GO:0030261","chromosome condensation","17/1600","49/18903",2.54844332199957e-07,4.12715431497852e-06,3.41418244095636e-06,"AKAP8/ACIN1/TOP2A/SMC4/CDK1/NCAPG/SMC2/NCAPD2/NUSAP1/BAZ1B/AIFM1/PLK1/NCAPG2/NCAPD3/BANF1/NCAPH/SMARCA5",17
"GO:0009314","GO:0009314","response to radiation","71/1600","452/18903",2.56937034964761e-07,4.14757906279685e-06,3.43107878406358e-06,"NEDD4/NMT1/ATM/TANK/NIPBL/ZBTB1/EP300/SIRT1/ERCC8/XRCC6/PARP1/BRCC3/MDM2/ATR/MAP2K7/CCAR2/XPA/POLK/INTS3/NF1/EIF2AK4/POLH/DDB1/KDM1A/RUVBL2/DDB2/PRKAA1/MEN1/TAF1/PPM1D/RBM4/VCAM1/MAPK8/ERCC4/DNMT3A/SMC1A/MGMT/TP53/PAXIP1/POLD3/TOPBP1/BRCA1/TIPIN/PPID/PRKDC/NPM1/COPS3/ERCC1/PPP1CC/NOC2L/MTA1/RBM4B/RAD1/WRN/EGFR/POLD1/RPL26/HSPA5/TXN/ECT2/ZMPSTE24/PCNA/FEN1/MSH6/INTS7/MSH2/CHEK1/PPP1CB/USP1/XRCC5/EIF2S1",71
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","28/1600","116/18903",2.9038859839931e-07,4.67244622198632e-06,3.86527438276841e-06,"NEDD4/SAFB/EP300/SIRT1/HDAC1/DNAJA1/UBR5/DDX5/TMF1/PARP1/NCOR1/HDAC6/ESR1/ARID1A/KDM1A/CARM1/CNOT1/PHB2/BRCA1/PTGES3/NCOR2/FKBP4/DDX54/MED1/UFL1/UBA5/SMARCA4/RNF6",28
"GO:0006999","GO:0006999","nuclear pore organization","9/1600","14/18903",2.95086924721604e-07,4.68755917360305e-06,3.87777655014645e-06,"TPR/NUP153/NUP205/NUP107/SEH1L/NUP93/NUP54/NDC1/NUP133",9
"GO:0070816","GO:0070816","phosphorylation of RNA polymerase II C-terminal domain","9/1600","14/18903",2.95086924721604e-07,4.68755917360305e-06,3.87777655014645e-06,"CCNT1/GTF2H3/PPIL4/CDK12/CDK13/GTF2H1/CDK7/NCBP1/NCBP2",9
"GO:0071027","GO:0071027","nuclear RNA surveillance","9/1600","14/18903",2.95086924721604e-07,4.68755917360305e-06,3.87777655014645e-06,"WDR82/EXOSC10/EXOSC2/EXOSC3/EXOSC9/EXOSC4/EXOSC8/EXOSC7/EXOSC5",9
"GO:0098787","GO:0098787","mRNA cleavage involved in mRNA processing","9/1600","14/18903",2.95086924721604e-07,4.68755917360305e-06,3.87777655014645e-06,"FIP1L1/CSTF2/TUT1/NUDT21/CPSF6/CPSF1/CPSF4/NCBP1/NCBP2",9
"GO:0032386","GO:0032386","regulation of intracellular transport","57/1600","336/18903",3.07580872447629e-07,4.87051870402785e-06,4.02912955720871e-06,"NEDD4/NMT1/ICE1/RBM22/CSNK2A2/IPO5/PCM1/TPR/UBR5/DHX9/LMAN1/SETD2/THOC2/RINT1/RNF139/DYNC1H1/NF1/HUWE1/DNAJC13/MYO1C/USP7/YWHAE/NUP214/KHDRBS1/PRKAA1/RBM4/MAPK8/CDK1/NUP153/CPSF6/ANP32B/UBE2L3/TRIM28/SCFD1/NOLC1/TARDBP/XPO1/SUMO1/PPP1CC/NUMA1/EMD/PDCD5/SEC24B/HAX1/RANGAP1/NUP54/RIOK2/TXN/SAR1A/ECT2/PTPN11/HSP90AB1/SAR1B/RAN/XPO4/NCBP2/NSUN2",57
"GO:0006376","GO:0006376","mRNA splice site selection","17/1600","50/18903",3.5581018577983e-07,5.61639622363859e-06,4.64615565708506e-06,"SRSF5/YTHDC1/SRSF1/LUC7L3/PSIP1/PRPF39/SF3A3/SRSF10/LUC7L/SRSF6/SF3A2/SRSF9/SF1/SF3A1/RBMX/PTBP2/SNRPC",17
"GO:0006301","GO:0006301","postreplication repair","14/1600","35/18903",3.86830743460786e-07,6.06764700749183e-06,5.01945221571097e-06,"WDR33/ZBTB1/UBE2N/USP10/POLK/POLH/VCP/POLD3/BRCA1/POLD2/POLD1/PCNA/MSH2/USP1",14
"GO:0051567","GO:0051567","histone H3-K9 methylation","14/1600","35/18903",3.86830743460786e-07,6.06764700749183e-06,5.01945221571097e-06,"SIRT1/RIF1/EHMT1/ATRX/ARID4B/SUV39H2/LMNA/KDM1A/SETDB1/DNMT3B/BRCA1/SUV39H1/DNMT1/SMARCB1",14
"GO:2000758","GO:2000758","positive regulation of peptidyl-lysine acetylation","15/1600","40/18903",4.03629876705986e-07,6.31130352667542e-06,5.2210167189819e-06,"TADA2A/SF3B1/MYBBP1A/RUVBL2/PRKAA1/GLYR1/PAXIP1/DEK/BRCA1/SMAD4/BAZ1B/SMARCB1/DDX21/SMARCA5/BRD7",15
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","12/1600","26/18903",4.07362913108104e-07,6.34976940807258e-06,5.2528375637624e-06,"THRAP3/SNW1/TRA2A/SF3B4/CLNS1A/NCL/RBMX/WDR77/DAZAP1/NCBP1/PRMT5/PRPF19",12
"GO:0019081","GO:0019081","viral translation","10/1600","18/18903",4.26457660888902e-07,6.60612053575727e-06,5.46490366356487e-06,"CSDE1/EIF3A/DHX9/ATG5/EIF2AK4/EIF3D/EIF3B/EIF3L/SSB/DENR",10
"GO:0046112","GO:0046112","nucleobase biosynthetic process","10/1600","18/18903",4.26457660888902e-07,6.60612053575727e-06,5.46490366356487e-06,"GMPS/MTOR/UMPS/HPRT1/SHMT2/PPAT/PAICS/GART/CTPS1/CAD",10
"GO:1901985","GO:1901985","positive regulation of protein acetylation","17/1600","51/18903",4.91822264628605e-07,7.5950757150696e-06,6.28301540604247e-06,"TADA2A/SF3B1/DDX3X/TAOK1/MYBBP1A/RUVBL2/PRKAA1/GLYR1/PAXIP1/DEK/BRCA1/SMAD4/BAZ1B/SMARCB1/DDX21/SMARCA5/BRD7",17
"GO:0045023","GO:0045023","G0 to G1 transition","15/1600","41/18903",5.86826911020128e-07,9.00643886821045e-06,7.45056353424745e-06,"SMARCD1/SOX15/ARID1A/PBRM1/SMARCC1/CCNC/ACTL6A/MED1/SMARCE1/SMARCC2/CHEK1/SMARCA4/SMARCB1/RRM1/BRD7",15
"GO:0045292","GO:0045292","mRNA cis splicing, via spliceosome","15/1600","41/18903",5.86826911020128e-07,9.00643886821045e-06,7.45056353424745e-06,"RBM22/DDX23/SRSF1/PSIP1/PRPF39/SNRNP200/WBP4/CWC15/RBM17/CLNS1A/SF3A1/WBP11/SNRPC/PRPF40A/NCBP2",15
"GO:0001701","GO:0001701","in utero embryonic development","63/1600","393/18903",5.90062668670179e-07,9.02832083229096e-06,7.46866535740104e-06,"SEC24C/NMT1/SMAD2/MED21/INTS1/YBX1/CUL3/MBNL1/YTHDC1/BPTF/KEAP1/PLOD3/ALKBH1/PALB2/RBBP6/RRN3/NSRP1/STK3/SETD2/THOC2/CTR9/SOX15/BIRC6/SIN3A/TBL1XR1/NR2F2/TRAF6/EMG1/CNOT1/RCN1/ZNF830/CHTOP/CCNB1/WDR74/CTNNB1/CNOT3/XAB2/GPI/PRMT1/ASF1B/TP53/TRIM28/NASP/NBN/COPS3/EIF2S2/PSMC4/EGFR/SMAD4/ACTL6A/KIDINS220/TERF2/MBD3/PELO/MED1/DBN1/TMED2/NCAPG2/MSH2/CHEK1/BYSL/SMARCB1/NSUN2",63
"GO:0019080","GO:0019080","viral gene expression","25/1600","100/18903",6.11539116745395e-07,9.30927739616885e-06,7.70108626872534e-06,"CCNT1/EP300/HDAC1/MOGS/CSDE1/EIF3A/GTF2B/DHX9/LARP7/ATG5/EIF2AK4/SNW1/EIF3D/CANX/PRMT1/EIF3B/EIF3L/SSB/DENR/PSMC3/TARDBP/CSNK1A1/RRP1B/SMARCA4/SMARCB1",25
"GO:0042752","GO:0042752","regulation of circadian rhythm","28/1600","120/18903",6.12157775850718e-07,9.30927739616885e-06,7.70108626872534e-06,"PSPC1/PARP1/THRAP3/SUV39H2/CCAR2/SIN3A/DDB1/USP7/PRKAA1/RBM4/MTOR/HNRNPD/MAPK8/TOP2A/CDK1/EZH2/TP53/SFPQ/PRKDC/TARDBP/PPP1CC/SUV39H1/MTA1/RBM4B/NONO/USP9X/PPP1CB/ROCK2",28
"GO:0090110","GO:0090110","COPII-coated vesicle cargo loading","9/1600","15/18903",6.82032676352966e-07,1.03403616706644e-05,8.55404924429252e-06,"SEC24C/SEC24A/RAB1A/SCAP/SEC31A/SEC24B/SEC23A/SEC13/SAR1A",9
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","67/1600","429/18903",6.87992488657319e-07,1.03991107073415e-05,8.60264929995754e-06,"TBK1/MKRN2/ATM/FBXO22/YBX1/SIRT1/POLR2D/PABPC1/PAN2/CSDE1/HNRNPU/KEAP1/GIGYF2/RAB3GAP2/CNOT4/MDM2/DHX9/DIS3/EXOSC2/MTDH/RNF139/SMURF1/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/FTO/ITCH/SUPT5H/CNOT1/CNOT7/PRKAA1/YTHDF1/TAF1/MTOR/MAP3K7/HNRNPD/ATG16L1/DCP1A/AURKA/UPF1/CNOT3/LARP1/KHSRP/VCP/YTHDF2/SUMO2/EIF4ENIF1/HMGB1/EXOSC8/GRSF1/TARDBP/SUMO1/YTHDF3/SUPV3L1/SPTLC1/PLK1/CSNK1A1/SYNCRIP/EXOSC7/MLH1/UFL1/ROCK2/EXOSC5/ZC3H18",67
"GO:0009408","GO:0009408","response to heat","27/1600","114/18903",7.05403309078734e-07,1.06300655760868e-05,8.79370638126454e-06,"HDAC2/EIF2B2/ATM/EP300/SIRT1/POLR2D/DNAJA1/TPR/PSIP1/ATR/MAP2K7/NF1/CLPB/EIF2B4/YWHAE/HSPB1/MTOR/VCP/DNAJA3/DNAJC7/EIF2B1/RBBP7/SUMO1/DNAJC2/DNAJA2/HSP90AB1/EIF2S1",27
"GO:0061647","GO:0061647","histone H3-K9 modification","16/1600","47/18903",7.6967311242729e-07,1.15636430264678e-05,9.56600697753639e-06,"SIRT1/RIF1/EHMT1/ATRX/ARID4B/SUV39H2/LMNA/KDM1A/SETDB1/DNMT3B/BRCA1/SUV39H1/SMAD4/DNMT1/CHEK1/SMARCB1",16
"GO:0006353","GO:0006353","DNA-templated transcription termination","11/1600","23/18903",8.01630059935437e-07,1.20075998166906e-05,9.93326959047547e-06,"WDR82/MTERF1/DHX9/PCF11/POLR2A/TTF1/SCAF4/ZMPSTE24/SMN2/PRMT5/XRN2",11
"GO:0048524","GO:0048524","positive regulation of viral process","19/1600","64/18903",8.11941773516291e-07,1.21256454080816e-05,1.003092263531e-05,"KPNA2/PABPC1/DDX3X/PKN2/DHX9/ATG5/PDE12/DDB1/CNOT7/TOP2A/LARP1/STAU1/PPIE/TSG101/PPID/HMGB1/PPIH/SRPK1/FMR1",19
"GO:0045070","GO:0045070","positive regulation of viral genome replication","13/1600","32/18903",8.1730419944329e-07,1.21692935726064e-05,1.00670305163164e-05,"PABPC1/DDX3X/PKN2/PDE12/DDB1/CNOT7/TOP2A/LARP1/STAU1/PPIE/PPID/PPIH/SRPK1",13
"GO:0044786","GO:0044786","cell cycle DNA replication","15/1600","42/18903",8.41638469504682e-07,1.24943234699088e-05,1.03359110290049e-05,"ATRX/WIZ/ZNF830/MCM2/MCM4/UPF1/MCM6/MCM3/POLA1/TIPIN/WRN/TERF2/ZMPSTE24/PCNA/FEN1",15
"GO:0009303","GO:0009303","rRNA transcription","14/1600","37/18903",8.66121815354945e-07,1.28196309050162e-05,1.06050211344413e-05,"NOL11/POLR1B/GTF3C5/GTF3C4/TCOF1/MTOR/GTF3C3/TP53/POLR1E/NCL/SMARCA4/GTF3C2/SMARCB1/GTF3C1",14
"GO:0031126","GO:0031126","sno(s)RNA 3'-end processing","8/1600","12/18903",9.40422392372148e-07,1.37619912287014e-05,1.13845873499577e-05,"EXOSC10/EXOSC2/LARP7/PARN/EXOSC3/EXOSC4/DKC1/EXOSC5",8
"GO:0051095","GO:0051095","regulation of helicase activity","8/1600","12/18903",9.40422392372148e-07,1.37619912287014e-05,1.13845873499577e-05,"SIRT1/MSH3/SSBP1/CHTOP/MCM2/TP53/MSH6/MSH2",8
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","8/1600","12/18903",9.40422392372148e-07,1.37619912287014e-05,1.13845873499577e-05,"RPS20/RPL23/RPL11/RPL5/RPS7/RPS15/BAG2/RPL37",8
"GO:0007051","GO:0007051","spindle organization","38/1600","195/18903",9.40825783678263e-07,1.37619912287014e-05,1.13845873499577e-05,"LSM14A/MAP1S/DRG1/TUBG1/TPR/HNRNPU/ATRX/NCOR1/SMC3/DYNC1H1/PPP2R1A/CENPJ/HAUS6/RNF4/RAE1/KIF2A/GOLGA2/MAP4/CCNB1/SMC1A/AURKA/RACGAP1/VCP/TUBGCP2/TUBB/KPNB1/CKAP5/NUMA1/NUDC/STAG1/BCCIP/TUBGCP3/TUBGCP4/RCC1/PLK1/CLASP1/MLH1/RAN",38
"GO:0071482","GO:0071482","cellular response to light stimulus","28/1600","123/18903",1.04302340331386e-06,1.52122828530104e-05,1.25843389996625e-05,"NEDD4/NMT1/ZBTB1/EP300/SIRT1/PARP1/ATR/XPA/POLK/EIF2AK4/POLH/DDB1/KDM1A/RUVBL2/DDB2/TAF1/ERCC4/TP53/POLD3/PPID/NPM1/ERCC1/NOC2L/POLD1/RPL26/PCNA/CHEK1/EIF2S1",28
"GO:0019079","GO:0019079","viral genome replication","29/1600","130/18903",1.05191735747218e-06,1.5297270492919e-05,1.26546449019209e-05,"PABPC1/DDX3X/YTHDC2/PKN2/ILF3/ATG5/EIF2AK4/PDE12/DDB1/CNOT7/SETDB1/ATG16L1/DDX56/TOP2A/LARP1/VCP/TRIM28/DEK/STAU1/PPIE/EEF1A1/PPID/HTATSF1/PPIH/SRPK1/BANF1/FMR1/EIF2AK2/SMARCB1",29
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","20/1600","71/18903",1.06229373972058e-06,1.54032592259484e-05,1.27423239281048e-05,"HDAC2/SMARCD1/HDAC1/OGT/ARID4B/ZC3H13/SIN3A/TAF5L/ARID1A/CNOT1/CNOT3/SMARCC1/RBBP7/RBBP4/WDR43/ACTL6A/SMARCE1/ELAVL1/SMARCA4/SMARCB1",20
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","42/1600","227/18903",1.0932825083592e-06,1.58066468165092e-05,1.30760257292695e-05,"MKRN2/FBXO22/CSNK2A2/PSMC1/TMF1/OGT/KEAP1/MDM2/CCAR2/RNF139/SMURF1/USP7/TAF1/CDK2/AURKA/VCP/PSMC5/CSNK2A1/SUMO2/RPL23/RPL11/PSMC6/RPL5/RPS7/SMARCC1/PSMC3/USP14/XPO1/SUMO1/TAF9/PSMC2/PSMC4/BAG2/PLK1/CSNK1A1/PSME3/USP9X/UFL1/FMR1/HSP90AB1/UCHL5/PSMD14",42
"GO:0090114","GO:0090114","COPII-coated vesicle budding","15/1600","43/18903",1.1917358517521e-06,1.7130773569278e-05,1.41714076713734e-05,"SEC24C/CUL3/SEC24A/KLHL12/RAB1A/TFG/SCAP/SEC16A/SEC31A/SEC24B/SEC23A/SEC13/TMED2/SAR1A/SAR1B",15
"GO:1902275","GO:1902275","regulation of chromatin organization","15/1600","43/18903",1.1917358517521e-06,1.7130773569278e-05,1.41714076713734e-05,"PIK3CA/METTL4/PCID2/TPR/HNRNPU/SETD1A/CTR9/SIN3A/PPHLN1/KDM1A/SETDB1/SSRP1/CDK2/TRIM28/DNMT1",15
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","13/1600","33/18903",1.24420177300036e-06,1.78335587463385e-05,1.47527856931682e-05,"SF3B1/NOL11/MYBBP1A/UBTF/MTOR/DEK/NCL/WDR43/BAZ1B/SMARCA4/SMARCB1/DDX21/SMARCA5",13
"GO:0043966","GO:0043966","histone H3 acetylation","21/1600","78/18903",1.30290483757181e-06,1.86214593977311e-05,1.54045753680636e-05,"TADA2A/EP300/DR1/SIRT1/MCM3AP/SIN3A/TAF5L/TRRAP/ZZZ3/MAP3K7/SF3B5/TAF5/TAF2/BRCA1/TAF9/SF3B3/SMAD4/POLE3/TAF12/CHEK1/SMARCB1",21
"GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex","9/1600","16/18903",1.44135840084557e-06,2.03668433524581e-05,1.68484417215287e-05,"EIF5/EIF3A/EIF3D/EIF3B/EIF3L/EIF3M/EIF3E/EIF2S2/EIF3I",9
"GO:0031053","GO:0031053","primary miRNA processing","9/1600","16/18903",1.44135840084557e-06,2.03668433524581e-05,1.68484417215287e-05,"SMAD2/SRRT/DDX3X/DROSHA/SRSF3/HNRNPA2B1/DGCR8/NCBP1/NCBP2",9
