"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000963","GO:0000963","mitochondrial RNA processing","8/259","20/18903",1.21838258557883e-10,3.22627708661275e-09,2.71378689587875e-09,"TRMT5/TRMT10C/TRMT61B/CDK5RAP1/HSD17B10/MTO1/TRNT1/PUS1",8
"GO:0090502","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic","13/259","86/18903",1.58874044915631e-10,4.12449481310383e-09,3.46932382911739e-09,"UTP23/RPP30/POP4/UTP20/NOP14/DBR1/FCF1/RPP38/POP1/TSEN2/DROSHA/RNASEH1/POP7",13
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","26/259","428/18903",2.36507355044524e-10,6.02184111690289e-09,5.06527898050823e-09,"METTL16/NSUN2/METTL14/METTL3/TRDMT1/DKC1/MTPAP/DIS3/EXOSC9/SSB/EXOSC5/POP1/EXOSC2/EXOSC8/FMR1/UPF2/EXOSC7/POLR2D/EXOSC6/PDE12/RNASEH1/PPP1R8/ZCCHC8/NCBP1/NAF1/HNRNPA0",26
"GO:0016078","GO:0016078","tRNA catabolic process","7/259","14/18903",2.64382891209901e-10,6.6045839238096e-09,5.55545380139176e-09,"NSUN2/TRDMT1/EXOSC9/POP1/EXOSC2/EXOSC8/EXOSC7",7
"GO:0034472","GO:0034472","snRNA 3'-end processing","9/259","32/18903",3.1554429675554e-10,7.7366786834136e-09,6.50771668552361e-09,"EXOSC9/EXOSC5/EXOSC2/EXOSC8/INTS7/EXOSC7/INTS12/EXOSC6/INTS2",9
"GO:0000245","GO:0000245","spliceosomal complex assembly","13/259","95/18903",5.71023260918797e-10,1.37460872264816e-08,1.15625379914275e-08,"SNRPD3/GEMIN6/SF3A3/SNRPB2/SNRPG/SNRNP200/DDX23/SF3B3/DDX46/SF3B1/SNRPE/NCBP1/SCAF11",13
"GO:1903241","GO:1903241","U2-type prespliceosome assembly","8/259","24/18903",6.78385617712792e-10,1.60389742473524e-08,1.34912026981228e-08,"SNRPD3/SF3A3/SNRPB2/SNRPG/SF3B3/DDX46/SF3B1/SNRPE",8
"GO:0043487","GO:0043487","regulation of RNA stability","17/259","187/18903",8.71329111862705e-10,2.02392937562495e-08,1.70243065623406e-08,"METTL16/NSUN2/METTL14/METTL3/TRDMT1/DKC1/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/PDE12/NAF1/HNRNPA0",17
"GO:0016180","GO:0016180","snRNA processing","9/259","37/18903",1.31830215760047e-09,3.00936561493623e-08,2.53133154762485e-08,"EXOSC9/EXOSC5/EXOSC2/EXOSC8/INTS7/EXOSC7/INTS12/EXOSC6/INTS2",9
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","7/259","17/18903",1.44639048525762e-09,3.24579830928999e-08,2.73020719607951e-08,"FBL/LARP7/DKC1/NOLC1/EXOSC5/EXOSC2/EXOSC6",7
"GO:0046700","GO:0046700","heterocycle catabolic process","26/259","468/18903",1.59058216811872e-09,3.50988465098197e-08,2.95234374363088e-08,"METTL16/NSUN2/METTL14/METTL3/TRDMT1/DKC1/MTPAP/DIS3/EXOSC9/SSB/EXOSC5/POP1/EXOSC2/EXOSC8/FMR1/UPF2/EXOSC7/POLR2D/EXOSC6/PDE12/RNASEH1/PPP1R8/ZCCHC8/NCBP1/NAF1/HNRNPA0",26
"GO:0016570","GO:0016570","histone modification","26/259","474/18903",2.07862341320754e-09,4.43886677272061e-08,3.73375818535411e-08,"FBL/PRMT5/RBBP5/SETD2/WDR5/RRP8/DDX21/SART3/SUZ12/SETDB1/GTF3C4/PRMT1/NSD1/SUV39H1/SUV39H2/CTR9/CARM1/SETD1A/MYBBP1A/EHMT1/SF3B3/PRMT7/ASH2L/KMT2D/SF3B1/HUWE1",26
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","26/259","474/18903",2.07862341320754e-09,4.43886677272061e-08,3.73375818535411e-08,"METTL16/NSUN2/METTL14/METTL3/TRDMT1/DKC1/MTPAP/DIS3/EXOSC9/SSB/EXOSC5/POP1/EXOSC2/EXOSC8/FMR1/UPF2/EXOSC7/POLR2D/EXOSC6/PDE12/RNASEH1/PPP1R8/ZCCHC8/NCBP1/NAF1/HNRNPA0",26
"GO:0034427","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","6/259","11/18903",2.72405094330782e-09,5.56909684023879e-08,4.68445258146974e-08,"EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/EXOSC6",6
"GO:0070475","GO:0070475","rRNA base methylation","6/259","11/18903",2.72405094330782e-09,5.56909684023879e-08,4.68445258146974e-08,"METTL15/METTL16/EMG1/NOP2/NSUN5/FDXACB1",6
"GO:0000470","GO:0000470","maturation of LSU-rRNA","8/259","28/18903",2.73407322217161e-09,5.56909684023879e-08,4.68445258146974e-08,"FTSJ3/NOP2/RPF1/RPF2/WDR12/PES1/NIFK/NHP2",8
"GO:0006403","GO:0006403","RNA localization","17/259","202/18903",2.85299466241794e-09,5.72328020157781e-08,4.81414410341018e-08,"NSUN2/FBL/DKC1/SSB/NOP58/SETD2/FMR1/UPF2/POLR2D/THOC2/NHP2/NUP43/NUP160/NCBP1/NAF1/NOL6/RBM15B",17
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","7/259","19/18903",3.66064646383509e-09,7.23387450465322e-08,6.08478233894348e-08,"DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/EXOSC6",7
"GO:0019439","GO:0019439","aromatic compound catabolic process","26/259","489/18903",3.98155360073104e-09,7.75231906965868e-08,6.52087261543877e-08,"METTL16/NSUN2/METTL14/METTL3/TRDMT1/DKC1/MTPAP/DIS3/EXOSC9/SSB/EXOSC5/POP1/EXOSC2/EXOSC8/FMR1/UPF2/EXOSC7/POLR2D/EXOSC6/PDE12/RNASEH1/PPP1R8/ZCCHC8/NCBP1/NAF1/HNRNPA0",26
"GO:0031126","GO:0031126","sno(s)RNA 3'-end processing","6/259","12/18903",5.38564237868702e-09,1.03341891440313e-07,8.69261576910888e-08,"FBL/LARP7/DKC1/EXOSC5/EXOSC2/EXOSC6",6
"GO:0016075","GO:0016075","rRNA catabolic process","7/259","21/18903",8.25199058739331e-09,1.56080507681553e-07,1.31287308894167e-07,"DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/EXOSC6",7
"GO:0001682","GO:0001682","tRNA 5'-leader removal","6/259","13/18903",9.88726366524954e-09,1.81815792955422e-07,1.5293457540693e-07,"SSB/RPP30/POP4/RPP38/POP1/POP7",6
"GO:0043928","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","6/259","13/18903",9.88726366524954e-09,1.81815792955422e-07,1.5293457540693e-07,"DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7",6
"GO:0006402","GO:0006402","mRNA catabolic process","18/259","248/18903",1.012484097808e-08,1.83634102122985e-07,1.54464048375035e-07,"METTL16/METTL14/METTL3/MTPAP/DIS3/EXOSC9/SSB/EXOSC5/EXOSC2/EXOSC8/FMR1/UPF2/EXOSC7/POLR2D/EXOSC6/PDE12/NCBP1/HNRNPA0",18
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","20/259","309/18903",1.0632549168326e-08,1.90236420254914e-07,1.6001759630283e-07,"METTL16/METTL14/METTL3/LARP7/PRMT5/WTAP/DIS3/EXOSC9/EXOSC5/CWC22/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/SON/PDE12/NCBP1/HNRNPA0/RBM15B",20
"GO:0043144","GO:0043144","sno(s)RNA processing","6/259","14/18903",1.71044242457792e-08,2.97977075018574e-07,2.50643779114049e-07,"FBL/LARP7/DKC1/EXOSC5/EXOSC2/EXOSC6",6
"GO:0071027","GO:0071027","nuclear RNA surveillance","6/259","14/18903",1.71044242457792e-08,2.97977075018574e-07,2.50643779114049e-07,"EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/EXOSC6",6
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","13/259","125/18903",1.7404934189272e-08,2.99274452812937e-07,2.51735070023921e-07,"MTPAP/DIS3/EXOSC9/SSB/EXOSC5/EXOSC2/EXOSC8/UPF2/EXOSC7/POLR2D/EXOSC6/PDE12/NCBP1",13
"GO:0071025","GO:0071025","RNA surveillance","6/259","16/18903",4.4572686047566e-08,7.56592773422787e-07,6.36408931691294e-07,"EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/EXOSC6",6
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","13/259","140/18903",6.79904208893725e-08,1.13948502857632e-06,9.58479217867504e-07,"METTL16/METTL14/METTL3/PRMT5/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/POLR2D/PDE12/NCBP1",13
"GO:0018022","GO:0018022","peptidyl-lysine methylation","13/259","144/18903",9.49642903493039e-08,1.57165900528098e-06,1.3220028840732e-06,"RBBP5/SETD2/WDR5/METTL18/SETDB1/NSD1/SUV39H1/SUV39H2/CTR9/SETD1A/EHMT1/ASH2L/KMT2D",13
"GO:0031118","GO:0031118","rRNA pseudouridine synthesis","5/259","10/18903",1.10704262963029e-07,1.78746883125671e-06,1.50353158170583e-06,"DKC1/RPUSD2/GAR1/NHP2/NAF1",5
"GO:0071028","GO:0071028","nuclear mRNA surveillance","5/259","10/18903",1.10704262963029e-07,1.78746883125671e-06,1.50353158170583e-06,"EXOSC9/EXOSC5/EXOSC8/EXOSC7/EXOSC6",5
"GO:0043039","GO:0043039","tRNA aminoacylation","8/259","44/18903",1.28991892521037e-07,2.05765380358859e-06,1.73079799983839e-06,"YARS2/NARS2/QRSL1/FARSB/MARS2/HARS2/PARS2/FARS2",8
"GO:0043038","GO:0043038","amino acid activation","8/259","45/18903",1.55036747088124e-07,2.44367444219852e-06,2.05549972956435e-06,"YARS2/NARS2/QRSL1/FARSB/MARS2/HARS2/PARS2/FARS2",8
"GO:0006360","GO:0006360","transcription by RNA polymerase I","9/259","62/18903",1.59489447131978e-07,2.48428268238516e-06,2.08965740019359e-06,"NOL11/POLR1A/DDX21/UTP15/POLR1C/HEATR1/TCOF1/MYBBP1A/SF3B1",9
"GO:0061157","GO:0061157","mRNA destabilization","11/259","103/18903",1.69539877273495e-07,2.61012555244311e-06,2.19551028341931e-06,"METTL16/METTL14/METTL3/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/POLR2D/PDE12",11
"GO:0098781","GO:0098781","ncRNA transcription","9/259","63/18903",1.83864618124413e-07,2.79812361375544e-06,2.35364508137482e-06,"MEPCE/LARP7/POLR1B/NOL11/NIFK/GTF3C4/GTF3C2/TCOF1/RPAP2",9
"GO:0034968","GO:0034968","histone lysine methylation","12/259","130/18903",2.33813706759651e-07,3.51783349715657e-06,2.9590299252597e-06,"RBBP5/SETD2/WDR5/SETDB1/NSD1/SUV39H1/SUV39H2/CTR9/SETD1A/EHMT1/ASH2L/KMT2D",12
"GO:0050779","GO:0050779","RNA destabilization","11/259","107/18903",2.50977419134724e-07,3.69215669927082e-06,3.10566209876652e-06,"METTL16/METTL14/METTL3/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/POLR2D/PDE12",11
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","11/259","107/18903",2.50977419134724e-07,3.69215669927082e-06,3.10566209876652e-06,"METTL16/METTL14/METTL3/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/POLR2D/PDE12",11
"GO:0006405","GO:0006405","RNA export from nucleus","10/259","90/18903",4.28495710925044e-07,6.23437715675558e-06,5.2440539289612e-06,"NSUN2/SSB/SETD2/UPF2/POLR2D/THOC2/NUP160/NCBP1/NOL6/RBM15B",10
"GO:0043488","GO:0043488","regulation of mRNA stability","13/259","175/18903",9.10069581880126e-07,1.30970883305357e-05,1.10166317806542e-05,"METTL16/METTL14/METTL3/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/PDE12/HNRNPA0",13
"GO:0031124","GO:0031124","mRNA 3'-end processing","8/259","58/18903",1.18225047737338e-06,1.68311788391651e-05,1.41575665541713e-05,"MTPAP/SCAF8/CSTF1/POLR2D/FIP1L1/CPSF2/NCBP1/CLP1",8
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5/259","15/18903",1.24712142268928e-06,1.75658379110702e-05,1.47755259261507e-05,"FTSJ3/RPF2/WDR12/PES1/NIFK",5
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation","7/259","41/18903",1.26265733630578e-06,1.75974559291458e-05,1.48021214605154e-05,"YARS2/NARS2/FARSB/MARS2/HARS2/PARS2/FARS2",7
"GO:0018027","GO:0018027","peptidyl-lysine dimethylation","6/259","27/18903",1.45170389772135e-06,2.00214162560736e-05,1.68410386380394e-05,"SETD2/SUV39H1/SUV39H2/SETD1A/EHMT1/KMT2D",6
"GO:0090503","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","7/259","43/18903",1.7680302000955e-06,2.41327008755303e-05,2.02992506967014e-05,"DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/PDE12",7
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","13/259","190/18903",2.29323954143039e-06,3.09821342127942e-05,2.60606598800574e-05,"METTL16/METTL14/METTL3/DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/PDE12/HNRNPA0",13
"GO:0007000","GO:0007000","nucleolus organization","5/259","17/18903",2.51275047013602e-06,3.36048648733342e-05,2.82667729654855e-05,"EMG1/POLR1B/NOLC1/RRP8/SUV39H1",5
"GO:0050657","GO:0050657","nucleic acid transport","12/259","163/18903",2.64058072998777e-06,3.46151374901367e-05,2.91165650060142e-05,"NSUN2/SSB/SETD2/FMR1/UPF2/POLR2D/THOC2/NUP43/NUP160/NCBP1/NOL6/RBM15B",12
"GO:0050658","GO:0050658","RNA transport","12/259","163/18903",2.64058072998777e-06,3.46151374901367e-05,2.91165650060142e-05,"NSUN2/SSB/SETD2/FMR1/UPF2/POLR2D/THOC2/NUP43/NUP160/NCBP1/NOL6/RBM15B",12
"GO:0051236","GO:0051236","establishment of RNA localization","12/259","166/18903",3.19404820986622e-06,4.1459998331989e-05,3.48741280292927e-05,"NSUN2/SSB/SETD2/FMR1/UPF2/POLR2D/THOC2/NUP43/NUP160/NCBP1/NOL6/RBM15B",12
"GO:0006390","GO:0006390","mitochondrial transcription","5/259","18/18903",3.44035658968546e-06,4.37983858148418e-05,3.68410655049314e-05,"TFB1M/METTL4/TFB2M/MTERF4/TFAM",5
"GO:0018216","GO:0018216","peptidyl-arginine methylation","5/259","18/18903",3.44035658968546e-06,4.37983858148418e-05,3.68410655049314e-05,"PRMT5/PRMT3/PRMT1/CARM1/PRMT7",5
"GO:0006406","GO:0006406","mRNA export from nucleus","8/259","67/18903",3.61733996233085e-06,4.56129343821528e-05,3.83673752395593e-05,"NSUN2/SETD2/UPF2/POLR2D/THOC2/NUP160/NCBP1/RBM15B",8
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","8/259","68/18903",4.05156178754536e-06,5.06063000633024e-05,4.25675508562362e-05,"DIS3/EXOSC9/EXOSC5/EXOSC2/EXOSC8/EXOSC7/POLR2D/PDE12",8
"GO:0045727","GO:0045727","positive regulation of translation","11/259","143/18903",4.53376284203079e-06,5.61000187182128e-05,4.71885989854263e-05,"TRMT10C/METTL14/METTL3/NSUN5/ZCCHC4/CDK5RAP1/METTL5/FMR1/POLR2D/TRUB2/METTL8",11
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","6/259","33/18903",5.07002157747495e-06,6.2154708968304e-05,5.22815090542738e-05,"NOL11/DDX21/UTP15/HEATR1/MYBBP1A/SF3B1",6
"GO:0031125","GO:0031125","rRNA 3'-end processing","4/259","10/18903",6.77760016390612e-06,8.23260790551532e-05,6.92486815394754e-05,"EXOSC9/EXOSC2/EXOSC8/EXOSC7",4
"GO:0043484","GO:0043484","regulation of RNA splicing","12/259","180/18903",7.36133969360741e-06,8.86037614030564e-05,7.45291616826472e-05,"METTL16/METTL4/LARP7/PRMT5/WTAP/RRP1B/CWC22/FMR1/SON/SF3B3/NCBP1/RBM15B",12
"GO:0006383","GO:0006383","transcription by RNA polymerase III","7/259","53/18903",7.52602919997349e-06,8.97699338807649e-05,7.55100890808151e-05,"DDX21/GTF3C4/GTF3C2/POLR1C/POLR3D/MYBBP1A/SF3B1",7
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","8/259","76/18903",9.40445370633242e-06,0.000111174077742715,9.3514210726501e-05,"FTSJ3/NOP2/RPF1/RPF2/WDR12/PES1/NIFK/NHP2",8
"GO:0009303","GO:0009303","rRNA transcription","6/259","37/18903",1.01645560779899e-05,0.00011909621457751,0.000100177925761652,"POLR1B/NOL11/NIFK/GTF3C4/GTF3C2/TCOF1",6
"GO:0051028","GO:0051028","mRNA transport","10/259","130/18903",1.23584133784578e-05,0.000143531046605949,0.000120731314445138,"NSUN2/SETD2/FMR1/UPF2/POLR2D/THOC2/NUP43/NUP160/NCBP1/RBM15B",10
"GO:0017148","GO:0017148","negative regulation of translation","14/259","258/18903",1.37799765908692e-05,0.000158649469620094,0.00013344819435368,"METTL16/METTL14/METTL3/DIS3/EXOSC9/PUS7/EXOSC5/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/PDE12/DDX6",14
"GO:0018205","GO:0018205","peptidyl-lysine modification","18/259","414/18903",1.75317028874569e-05,0.00020010322950856,0.000168317074908615,"RBBP5/SETD2/WDR5/METTL18/DDX21/SETDB1/GTF3C4/NSD1/SUV39H1/SUV39H2/CTR9/SETD1A/MYBBP1A/EHMT1/SF3B3/ASH2L/KMT2D/SF3B1",18
"GO:0051168","GO:0051168","nuclear export","11/259","165/18903",1.77240862427966e-05,0.000200570001585151,0.000168709700808626,"NSUN2/SSB/SETD2/UPF2/POLR2D/THOC2/ABCE1/NUP160/NCBP1/NOL6/RBM15B",11
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","9/259","109/18903",1.91563560262492e-05,0.000214940808294525,0.000180797722353004,"METTL16/LARP7/PRMT5/WTAP/CWC22/FMR1/SON/NCBP1/RBM15B",9
"GO:0070918","GO:0070918","small regulatory ncRNA processing","7/259","61/18903",1.94054469246681e-05,0.000215905980909752,0.000181609578472347,"METTL3/HENMT1/BCDIN3D/TSN/TRUB1/DROSHA/NCBP1",7
"GO:0018195","GO:0018195","peptidyl-arginine modification","5/259","25/18903",1.9723243532245e-05,0.00021761312030577,0.000183045540851888,"PRMT5/PRMT3/PRMT1/CARM1/PRMT7",5
"GO:0006388","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation","4/259","13/18903",2.2339006192848e-05,0.000242433149174843,0.00020392293832643,"RTCB/TSEN2/TSEN15/CLP1",4
"GO:0034969","GO:0034969","histone arginine methylation","4/259","13/18903",2.2339006192848e-05,0.000242433149174843,0.00020392293832643,"PRMT5/PRMT1/CARM1/PRMT7",4
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","11/259","170/18903",2.34174536654048e-05,0.000252070802056877,0.000212029661771487,"TRMT10C/METTL14/METTL3/NSUN5/ZCCHC4/CDK5RAP1/METTL5/FMR1/POLR2D/TRUB2/METTL8",11
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","6/259","43/18903",2.48837055943889e-05,0.000265693759733636,0.000223488629192389,"NOL11/DDX21/UTP15/HEATR1/MYBBP1A/SF3B1",6
"GO:0000394","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation","4/259","14/18903",3.09382855242429e-05,0.000327698320272781,0.000275643840712834,"RTCB/TSEN2/TSEN15/CLP1",4
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","14/259","283/18903",3.83666294811873e-05,0.000403154106611841,0.000339113567177078,"METTL16/METTL14/METTL3/DIS3/EXOSC9/PUS7/EXOSC5/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/PDE12/DDX6",14
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","14/259","285/18903",4.1424594580767e-05,0.000431859552952248,0.000363259188283891,"METTL16/METTL14/METTL3/DIS3/EXOSC9/PUS7/EXOSC5/EXOSC2/EXOSC8/FMR1/EXOSC7/POLR2D/PDE12/DDX6",14
"GO:0062125","GO:0062125","regulation of mitochondrial gene expression","5/259","30/18903",5.00228231422904e-05,0.000517423576878066,0.000435231471089994,"TRMT10C/METTL4/CDK5RAP1/TRUB2/METTL8",5
"GO:0000478","GO:0000478","endonucleolytic cleavage involved in rRNA processing","4/259","16/18903",5.50488517987503e-05,0.000552156665011707,0.000464447250423268,"UTP23/UTP20/NOP14/FCF1",4
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/259","16/18903",5.50488517987503e-05,0.000552156665011707,0.000464447250423268,"UTP23/UTP20/NOP14/FCF1",4
"GO:0070131","GO:0070131","positive regulation of mitochondrial translation","4/259","16/18903",5.50488517987503e-05,0.000552156665011707,0.000464447250423268,"TRMT10C/CDK5RAP1/TRUB2/METTL8",4
"GO:2000232","GO:2000232","regulation of rRNA processing","4/259","16/18903",5.50488517987503e-05,0.000552156665011707,0.000464447250423268,"DIMT1/METTL18/UTP15/HEATR1",4
"GO:0015931","GO:0015931","nucleobase-containing compound transport","12/259","223/18903",6.16769933735339e-05,0.000613987512981646,0.000516456343404819,"NSUN2/SSB/SETD2/FMR1/UPF2/POLR2D/THOC2/NUP43/NUP160/NCBP1/NOL6/RBM15B",12
"GO:0031058","GO:0031058","positive regulation of histone modification","8/259","102/18903",8.05459968054549e-05,0.000795842535600166,0.000669423916890583,"WDR5/RRP8/DDX21/SART3/SUV39H1/CTR9/MYBBP1A/SF3B1",8
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","10/259","163/18903",8.61146701197308e-05,0.000844561653618693,0.00071040406227427,"METTL3/WDR5/RRP8/SUZ12/SETDB1/SUV39H1/CTR9/PRMT7/KMT2D/RBM15B",10
"GO:0002098","GO:0002098","tRNA wobble uridine modification","4/259","18/18903",9.05776487577151e-05,0.000875363554417626,0.000736313118599021,"ALKBH8/MOCS3/CTU2/MTO1",4
"GO:1902570","GO:1902570","protein localization to nucleolus","4/259","18/18903",9.05776487577151e-05,0.000875363554417626,0.000736313118599021,"BYSL/NOL8/RPF2/POLR1A",4
"GO:0018023","GO:0018023","peptidyl-lysine trimethylation","6/259","57/18903",0.000126201966556683,0.00121080727334093,0.00101847201080832,"SETD2/SUV39H1/SUV39H2/CTR9/SETD1A/KMT2D",6
"GO:0050684","GO:0050684","regulation of mRNA processing","9/259","139/18903",0.0001290012786977,0.00122876038126442,0.0010335732893765,"METTL16/LARP7/PRMT5/WTAP/CWC22/FMR1/SON/NCBP1/RBM15B",9
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","7/259","82/18903",0.000132484894171716,0.00125292857059537,0.00105390239123064,"METTL16/NSUN2/TRDMT1/DKC1/FMR1/NAF1/HNRNPA0",7
"GO:0008334","GO:0008334","histone mRNA metabolic process","4/259","20/18903",0.000140353811258001,0.00131793224188364,0.00110858030840586,"MTPAP/SSB/CPSF2/NCBP1",4
"GO:0031056","GO:0031056","regulation of histone modification","10/259","175/18903",0.000154883337484998,0.00144412351288829,0.0012147262495117,"WDR5/RRP8/DDX21/SART3/NSD1/SUV39H1/CTR9/MYBBP1A/EHMT1/SF3B1",10
"GO:0002097","GO:0002097","tRNA wobble base modification","4/259","21/18903",0.000171519314037048,0.00158805294954582,0.00133579267023332,"ALKBH8/MOCS3/CTU2/MTO1",4
"GO:0006378","GO:0006378","mRNA polyadenylation","5/259","39/18903",0.000182776675084295,0.00168052998480282,0.00141357984092971,"MTPAP/SCAF8/FIP1L1/CPSF2/CLP1",5
"GO:0043631","GO:0043631","RNA polyadenylation","5/259","41/18903",0.00023265357843988,0.00210981738256439,0.00177467545774616,"MTPAP/SCAF8/FIP1L1/CPSF2/CLP1",5
"GO:0045292","GO:0045292","mRNA cis splicing, via spliceosome","5/259","41/18903",0.00023265357843988,0.00210981738256439,0.00177467545774616,"PRPF4B/WBP11/SNRNP200/PRPF40A/DDX23",5
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/259","10/18903",0.000284138327400017,0.00254188611809204,0.00213811060020781,"UTP20/NOP14/FCF1",3
"GO:2000234","GO:2000234","positive regulation of rRNA processing","3/259","10/18903",0.000284138327400017,0.00254188611809204,0.00213811060020781,"DIMT1/UTP15/HEATR1",3
"GO:0000244","GO:0000244","spliceosomal tri-snRNP complex assembly","4/259","25/18903",0.000347243079151168,0.00306499891197431,0.0025781275631013,"SART3/PRPF8/DDX20/PRPF31",4
"GO:0070129","GO:0070129","regulation of mitochondrial translation","4/259","25/18903",0.000347243079151168,0.00306499891197431,0.0025781275631013,"TRMT10C/CDK5RAP1/TRUB2/METTL8",4
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","3/259","11/18903",0.000386739261744073,0.00336870251677074,0.00283358821970381,"MEPCE/LARP7/DKC1",3
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","3/259","11/18903",0.000386739261744073,0.00336870251677074,0.00283358821970381,"MEPCE/LARP7/DKC1",3
"GO:0043489","GO:0043489","RNA stabilization","6/259","70/18903",0.000393174001047319,0.00340236847965131,0.0028619063853324,"METTL16/NSUN2/TRDMT1/DKC1/NAF1/HNRNPA0",6
"GO:0032543","GO:0032543","mitochondrial translation","8/259","131/18903",0.000452242529508498,0.00388811109785228,0.00327048937949413,"TRMT10C/CDK5RAP1/YARS2/MRPL44/PTCD1/TRUB2/QRSL1/METTL8",8
"GO:0018026","GO:0018026","peptidyl-lysine monomethylation","3/259","12/18903",0.000510441129299972,0.00430461181651696,0.0036208294656344,"SETD2/METTL18/EHMT1",3
"GO:1903405","GO:1903405","protein localization to nuclear body","3/259","12/18903",0.000510441129299972,0.00430461181651696,0.0036208294656344,"MEPCE/LARP7/DKC1",3
"GO:1904867","GO:1904867","protein localization to Cajal body","3/259","12/18903",0.000510441129299972,0.00430461181651696,0.0036208294656344,"MEPCE/LARP7/DKC1",3
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","4/259","28/18903",0.000544200850230182,0.00456026535256177,0.00383587274845791,"METTL3/WDR5/SUZ12/RBM15B",4
"GO:0051568","GO:0051568","histone H3-K4 methylation","6/259","75/18903",0.000570421812951642,0.00474992754935833,0.00399540733600025,"RBBP5/WDR5/CTR9/SETD1A/ASH2L/KMT2D",6
"GO:0006913","GO:0006913","nucleocytoplasmic transport","13/259","329/18903",0.000644207607077408,0.00529770727807756,0.00445617292113696,"NSUN2/SSB/NOLC1/SETD2/UPF2/POLR2D/THOC2/ABCE1/NUP43/NUP160/NCBP1/NOL6/RBM15B",13
"GO:0051169","GO:0051169","nuclear transport","13/259","329/18903",0.000644207607077408,0.00529770727807756,0.00445617292113696,"NSUN2/SSB/NOLC1/SETD2/UPF2/POLR2D/THOC2/ABCE1/NUP43/NUP160/NCBP1/NOL6/RBM15B",13
"GO:0046831","GO:0046831","regulation of RNA export from nucleus","3/259","13/18903",0.000656871766232108,0.00533557189258473,0.00448802278768854,"NSUN2/SETD2/THOC2",3
