"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043144","GO:0043144","sno(s)RNA processing","8/262","14/18903",3.42125067310297e-12,7.61053721159641e-11,6.34272681178919e-11,"LARP7/FBL/EXOSC2/FBLL1/EXOSC10/EXOSC5/PARN/DKC1",8
"GO:0030490","GO:0030490","maturation of SSU-rRNA","12/262","55/18903",1.01045601944628e-11,2.20279412239288e-10,1.8358390416466e-10,"UTP23/WDR3/MPHOSPH10/FCF1/UTP3/BYSL/RPP40/NOP14/DCAF13/UTP20/SRFBP1/DHX37",12
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","8/262","17/18903",2.67155455107308e-11,5.70979306013658e-10,4.75862038715391e-10,"LARP7/FBL/EXOSC2/FBLL1/EXOSC10/EXOSC5/PARN/DKC1",8
"GO:0070475","GO:0070475","rRNA base methylation","7/262","11/18903",2.85534588293826e-11,5.98524425462058e-10,4.98818521655003e-10,"EMG1/METTL16/NOP2/METTL15/NSUN5/FDXACB1/TRMT112",7
"GO:0006417","GO:0006417","regulation of translation","29/262","486/18903",4.12246033969478e-11,8.47826749107039e-10,7.06590520984427e-10,"METTL16/TRMT10C/METTL3/METTL18/METTL14/NSUN5/EXOSC2/ZCCHC4/CDK5RAP1/PCIF1/METTL5/FMR1/METTL8/TRUB2/EXOSC5/PARN/EXOSC8/DIS3/PUS7/EXOSC9/AGO3/FASTKD2/DCP1A/LSM1/PAN2/DUS3L/XRN1/YTHDF1/PATL1",29
"GO:0090646","GO:0090646","mitochondrial tRNA processing","7/262","12/18903",6.77195792688231e-11,1.36693224820402e-09,1.13922021265096e-09,"TRMT10C/TRMT5/CDK5RAP1/HSD17B10/TRMT61B/MTO1/TRNT1",7
"GO:0050684","GO:0050684","regulation of mRNA processing","16/262","139/18903",9.70491125128079e-11,1.92333695707201e-09,1.60293558083355e-09,"METTL16/LARP7/WTAP/FMR1/RBM15B/CWC22/RBM10/CPSF7/SRRM1/SNRNP70/SAFB2/SLTM/DDX17/SRSF2/RBM23/RBM25",16
"GO:0000963","GO:0000963","mitochondrial RNA processing","8/262","20/18903",1.33536737829165e-10,2.55359726725948e-09,2.12820322708347e-09,"TRMT10C/TRMT5/CDK5RAP1/HSD17B10/TRMT61B/MTO1/FASTKD2/TRNT1",8
"GO:0036260","GO:0036260","RNA capping","8/262","20/18903",1.33536737829165e-10,2.55359726725948e-09,2.12820322708347e-09,"RNMT/CMTR2/CMTR1/RNGTT/SNRPD3/TGS1/NOP14/UTP20",8
"GO:0061157","GO:0061157","mRNA destabilization","14/262","103/18903",1.56546234813679e-10,2.94198958529156e-09,2.45189474853367e-09,"METTL16/METTL3/METTL14/EXOSC2/EXOSC5/PARN/EXOSC8/DIS3/EXOSC9/DCP1A/LSM1/PAN2/YTHDF1/PATL1",14
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","15/262","125/18903",2.08800466775972e-10,3.85750014891203e-09,3.2148938952304e-09,"EXOSC2/MTPAP/UPF2/EXOSC10/EXOSC5/SSB/PARN/EXOSC8/DIS3/EXOSC9/DCP1A/LSM1/PAN2/XRN1/PATL1",15
"GO:0016075","GO:0016075","rRNA catabolic process","8/262","21/18903",2.13138879159877e-10,3.87202297140443e-09,3.22699741605217e-09,"EXOSC2/EXOSC10/EXOSC5/DIS3L/EXOSC8/DIS3/EXOSC9/XRN1",8
"GO:0050779","GO:0050779","RNA destabilization","14/262","107/18903",2.63390751228158e-10,4.63057933610794e-09,3.85918876587268e-09,"METTL16/METTL3/METTL14/EXOSC2/EXOSC5/PARN/EXOSC8/DIS3/EXOSC9/DCP1A/LSM1/PAN2/YTHDF1/PATL1",14
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","14/262","107/18903",2.63390751228158e-10,4.63057933610794e-09,3.85918876587268e-09,"METTL16/METTL3/METTL14/EXOSC2/EXOSC5/PARN/EXOSC8/DIS3/EXOSC9/DCP1A/LSM1/PAN2/YTHDF1/PATL1",14
"GO:0090503","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","10/262","43/18903",2.82643969052985e-10,4.8806053822441e-09,4.06756392552067e-09,"EXOSC2/EXOSC10/EXOSC5/DIS3L/PARN/EXOSC8/DIS3/EXOSC9/PAN2/XRN1",10
"GO:0016078","GO:0016078","tRNA catabolic process","7/262","14/18903",2.86567655471213e-10,4.8806053822441e-09,4.06756392552067e-09,"NSUN2/TRDMT1/EXOSC2/EXOSC10/POP1/EXOSC8/EXOSC9",7
"GO:0043488","GO:0043488","regulation of mRNA stability","17/262","175/18903",3.70120889087135e-10,6.20664260161503e-09,5.17270165639186e-09,"METTL16/METTL3/METTL14/EXOSC2/FMR1/EXOSC5/RBM10/PARN/EXOSC8/DIS3/EXOSC9/FASTKD2/DCP1A/LSM1/PAN2/YTHDF1/PATL1",17
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","15/262","140/18903",1.04684029545901e-09,1.72887260916716e-08,1.44086630778489e-08,"METTL16/METTL3/METTL14/EXOSC2/EXOSC5/PARN/EXOSC8/DIS3/SNRNP70/EXOSC9/DCP1A/LSM1/PAN2/YTHDF1/PATL1",15
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","17/262","190/18903",1.32885829844636e-09,2.1618739482187e-08,1.80173560339231e-08,"METTL16/METTL3/METTL14/EXOSC2/FMR1/EXOSC5/RBM10/PARN/EXOSC8/DIS3/EXOSC9/FASTKD2/DCP1A/LSM1/PAN2/YTHDF1/PATL1",17
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","9/262","39/18903",2.42550840085182e-09,3.88794728960072e-08,3.24026896274787e-08,"UTP23/FCF1/UTP3/BYSL/RPP40/NOP14/DCAF13/UTP20/DHX37",9
"GO:0001522","GO:0001522","pseudouridine synthesis","7/262","18/18903",2.53410944614405e-09,4.00315840043046e-08,3.33628749355045e-08,"PUS3/TRUB2/RPUSD2/TRUB1/PUS7/PUS10/DKC1",7
"GO:0017148","GO:0017148","negative regulation of translation","19/262","258/18903",3.70459615033714e-09,5.69402637963233e-08,4.74548021788769e-08,"METTL16/METTL3/METTL14/EXOSC2/PCIF1/FMR1/EXOSC5/PARN/EXOSC8/DIS3/PUS7/EXOSC9/AGO3/DCP1A/LSM1/PAN2/XRN1/YTHDF1/PATL1",19
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","13/262","109/18903",3.70895296287978e-09,5.69402637963233e-08,4.74548021788769e-08,"METTL16/LARP7/WTAP/FMR1/RBM15B/CWC22/RBM10/SRRM1/SNRNP70/DDX17/SRSF2/RBM23/RBM25",13
"GO:0031124","GO:0031124","mRNA 3'-end processing","10/262","58/18903",6.40843176491011e-09,9.70165364410003e-08,8.08549212444068e-08,"PAPOLG/MTPAP/CSTF2T/WDR33/FIP1L1/SCAF8/CSTF1/CPSF7/CLP1/CPSF2",10
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","19/262","283/18903",1.67704900622634e-08,2.50408687231057e-07,2.08694058020668e-07,"METTL16/METTL3/METTL14/EXOSC2/PCIF1/FMR1/EXOSC5/PARN/EXOSC8/DIS3/PUS7/EXOSC9/AGO3/DCP1A/LSM1/PAN2/XRN1/YTHDF1/PATL1",19
"GO:0071027","GO:0071027","nuclear RNA surveillance","6/262","14/18903",1.83202838415337e-08,2.69852829557726e-07,2.24899074754532e-07,"EXOSC2/EXOSC10/EXOSC5/EXOSC8/EXOSC9/XRN1",6
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","19/262","285/18903",1.87870713583417e-08,2.73038770407899e-07,2.27554281856125e-07,"METTL16/METTL3/METTL14/EXOSC2/PCIF1/FMR1/EXOSC5/PARN/EXOSC8/DIS3/PUS7/EXOSC9/AGO3/DCP1A/LSM1/PAN2/XRN1/YTHDF1/PATL1",19
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","10/262","68/18903",3.16196858134962e-08,4.53492862325142e-07,3.77947214086526e-07,"EXOSC2/EXOSC5/PARN/EXOSC8/DIS3/EXOSC9/DCP1A/LSM1/PAN2/PATL1",10
"GO:0043484","GO:0043484","regulation of RNA splicing","15/262","180/18903",3.31175011957336e-08,4.68806185757788e-07,3.90709549308519e-07,"METTL16/LARP7/METTL4/WTAP/FMR1/RBM15B/CWC22/RBM10/HNRNPH3/SRRM1/SNRNP70/DDX17/SRSF2/RBM23/RBM25",15
"GO:0000478","GO:0000478","endonucleolytic cleavage involved in rRNA processing","6/262","16/18903",4.77280212691762e-08,6.50294289792525e-07,5.41964241517092e-07,"UTP23/FCF1/NOL9/RPP40/NOP14/UTP20",6
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","6/262","16/18903",4.77280212691762e-08,6.50294289792525e-07,5.41964241517092e-07,"UTP23/FCF1/NOL9/RPP40/NOP14/UTP20",6
"GO:0071025","GO:0071025","RNA surveillance","6/262","16/18903",4.77280212691762e-08,6.50294289792525e-07,5.41964241517092e-07,"EXOSC2/EXOSC10/EXOSC5/EXOSC8/EXOSC9/XRN1",6
"GO:0006378","GO:0006378","mRNA polyadenylation","8/262","39/18903",5.1928791743314e-08,6.98794851854472e-07,5.82385279720337e-07,"PAPOLG/MTPAP/WDR33/FIP1L1/SCAF8/CPSF7/CLP1/CPSF2",8
"GO:0043631","GO:0043631","RNA polyadenylation","8/262","41/18903",7.87377078857881e-08,1.04663538531109e-06,8.72280383895187e-07,"PAPOLG/MTPAP/WDR33/FIP1L1/SCAF8/CPSF7/CLP1/CPSF2",8
"GO:0045727","GO:0045727","positive regulation of translation","13/262","143/18903",9.9983288816371e-08,1.31303355192584e-06,1.094300294845e-06,"TRMT10C/METTL3/METTL14/NSUN5/ZCCHC4/CDK5RAP1/PCIF1/METTL5/FMR1/METTL8/TRUB2/FASTKD2/YTHDF1",13
"GO:0071028","GO:0071028","nuclear mRNA surveillance","5/262","10/18903",1.1724006333889e-07,1.52132939332607e-06,1.26789692558223e-06,"EXOSC10/EXOSC5/EXOSC8/EXOSC9/XRN1",5
"GO:0070918","GO:0070918","small regulatory ncRNA processing","9/262","61/18903",1.52148908393521e-07,1.95108600175221e-06,1.6260620178775e-06,"METTL3/HENMT1/TSN/TRUB1/PUS10/BCDIN3D/AGO3/DROSHA/DGCR8",9
"GO:0070525","GO:0070525","tRNA threonylcarbamoyladenosine metabolic process","6/262","19/18903",1.56152064881275e-07,1.97913663628592e-06,1.64943980407026e-06,"TRMT10C/TRMT5/CDK5RAP1/HSD17B10/TRMT61B/MTO1",6
"GO:0071044","GO:0071044","histone mRNA catabolic process","5/262","11/18903",2.12507707160352e-07,2.66245288281361e-06,2.21892500035552e-06,"MTPAP/EXOSC10/SSB/LSM1/XRN1",5
"GO:0008334","GO:0008334","histone mRNA metabolic process","6/262","20/18903",2.20490884111243e-07,2.73108026910517e-06,2.27612001181822e-06,"MTPAP/EXOSC10/SSB/CPSF2/LSM1/XRN1",6
"GO:0043928","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","5/262","13/18903",5.78668644644595e-07,7.08706542317537e-06,5.9064581943026e-06,"EXOSC2/EXOSC5/EXOSC8/DIS3/EXOSC9",5
"GO:0016180","GO:0016180","snRNA processing","7/262","37/18903",6.54624160107926e-07,7.92822593908488e-06,6.60749298448117e-06,"EXOSC2/EXOSC5/EXOSC8/INTS12/EXOSC9/INTS10/INTS7",7
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","13/262","170/18903",7.45109120708307e-07,8.92493342386873e-06,7.43816276658495e-06,"TRMT10C/METTL3/METTL14/NSUN5/ZCCHC4/CDK5RAP1/PCIF1/METTL5/FMR1/METTL8/TRUB2/FASTKD2/YTHDF1",13
"GO:0006403","GO:0006403","RNA localization","14/262","202/18903",9.16520284514968e-07,1.08587729361012e-05,9.04985132192697e-06,"NSUN2/FBL/FMR1/RBM15B/CHTOP/UPF2/EXOSC10/SSB/PARN/MCM3AP/SETD2/DKC1/HNRNPA1L2/PHAX",14
"GO:0070131","GO:0070131","positive regulation of mitochondrial translation","5/262","16/18903",1.89811638762525e-06,2.22467404571132e-05,1.85407407189654e-05,"TRMT10C/CDK5RAP1/METTL8/TRUB2/FASTKD2",5
"GO:0000470","GO:0000470","maturation of LSU-rRNA","6/262","28/18903",1.95260470915319e-06,2.26419056699678e-05,1.88700768644927e-05,"FTSJ3/NOP2/NOL9/NSA2/RPF2/RPF1",6
"GO:0043039","GO:0043039","tRNA aminoacylation","7/262","44/18903",2.24308876428853e-06,2.57364921376263e-05,2.14491479621164e-05,"HARS2/QRSL1/SARS2/FARSB/NARS2/FARS2/YARS2",7
"GO:0043038","GO:0043038","amino acid activation","7/262","45/18903",2.62509860416603e-06,2.98058070681351e-05,2.48405712214395e-05,"HARS2/QRSL1/SARS2/FARSB/NARS2/FARS2/YARS2",7
"GO:0062125","GO:0062125","regulation of mitochondrial gene expression","6/262","30/18903",3.00674536803758e-06,3.37871386717625e-05,2.81586679611116e-05,"TRMT10C/METTL4/CDK5RAP1/METTL8/TRUB2/FASTKD2",6
"GO:0002098","GO:0002098","tRNA wobble uridine modification","5/262","18/18903",3.63959250574591e-06,4.00722811238691e-05,3.33967924769667e-05,"ALKBH8/MTO1/CTU2/TRMU/MOCS3",5
"GO:0006390","GO:0006390","mitochondrial transcription","5/262","18/18903",3.63959250574591e-06,4.00722811238691e-05,3.33967924769667e-05,"METTL4/MTERF4/TFB2M/TEFM/TFB1M",5
"GO:0034472","GO:0034472","snRNA 3'-end processing","6/262","32/18903",4.48333761240559e-06,4.88683799752209e-05,4.07275827316423e-05,"EXOSC2/EXOSC5/EXOSC8/INTS12/EXOSC9/INTS7",6
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","5/262","19/18903",4.8836783774833e-06,5.27050438758098e-05,4.39251114097768e-05,"EXOSC2/EXOSC5/EXOSC8/DIS3/EXOSC9",5
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","7/262","51/18903",6.23934281133631e-06,6.66753300427116e-05,5.55681408274844e-05,"SNRPD3/PRPF3/TGS1/GEMIN4/CD2BP2/DDX20/SART3",7
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/262","10/18903",7.09356407387726e-06,7.43460080819829e-05,6.19609898355879e-05,"FCF1/RPP40/NOP14/UTP20",4
"GO:0031125","GO:0031125","rRNA 3'-end processing","4/262","10/18903",7.09356407387726e-06,7.43460080819829e-05,6.19609898355879e-05,"EXOSC2/EXOSC10/EXOSC8/EXOSC9",4
"GO:0002097","GO:0002097","tRNA wobble base modification","5/262","21/18903",8.3546245945706e-06,8.6728960076971e-05,7.22811130337286e-05,"ALKBH8/MTO1/CTU2/TRMU/MOCS3",5
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","8/262","76/18903",1.02262223974143e-05,0.000105156437860204,8.76388274972051e-05,"FTSJ3/NOP2/DHX30/NOL9/FASTKD2/NSA2/RPF2/RPF1",8
"GO:0034427","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","4/262","11/18903",1.10255962834298e-05,0.000112316821952696,9.36063904830295e-05,"EXOSC2/EXOSC5/EXOSC8/EXOSC9",4
"GO:0035196","GO:0035196","miRNA processing","7/262","57/18903",1.32748948447599e-05,0.000133978105377669,0.000111659203226392,"METTL3/TRUB1/PUS10/BCDIN3D/AGO3/DROSHA/DGCR8",7
"GO:0032543","GO:0032543","mitochondrial translation","10/262","131/18903",1.46070051655555e-05,0.000146070051655555,0.000121736798241182,"TRMT10C/CDK5RAP1/METTL8/TRUB2/QRSL1/MRPL44/SARS2/PTCD1/FASTKD2/YARS2",10
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","8/262","81/18903",1.64342808112709e-05,0.000162848782584411,0.000135720424307433,"WTAP/FMR1/RBM15B/RBM10/CDK13/DDX17/SRSF2/RBM25",8
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","8/262","82/18903",1.7995198357839e-05,0.000176709605495897,0.000147272225536416,"METTL16/NSUN2/TRDMT1/FMR1/RBM10/PARN/DKC1/PHAX",8
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation","6/262","41/18903",2.00391120617235e-05,0.000195023501314988,0.000162535279222438,"HARS2/SARS2/FARSB/NARS2/FARS2/YARS2",6
"GO:0070129","GO:0070129","regulation of mitochondrial translation","5/262","25/18903",2.0846108766527e-05,0.000201081934119597,0.000167584460787264,"TRMT10C/CDK5RAP1/METTL8/TRUB2/FASTKD2",5
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","7/262","62/18903",2.32805151511904e-05,0.000219611299285241,0.000183027089602282,"WTAP/FMR1/RBM15B/RBM10/DDX17/SRSF2/RBM25",7
"GO:0006388","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation","4/262","13/18903",2.3371477722099e-05,0.000219611299285241,0.000183027089602282,"TSEN2/TSEN15/RTCB/CLP1",4
"GO:0098789","GO:0098789","pre-mRNA cleavage required for polyadenylation","4/262","13/18903",2.3371477722099e-05,0.000219611299285241,0.000183027089602282,"CSTF2T/FIP1L1/CPSF7/CPSF2",4
"GO:0000394","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation","4/262","14/18903",3.23640794951246e-05,0.00029895632753971,0.000249154331884857,"TSEN2/TSEN15/RTCB/CLP1",4
"GO:0098787","GO:0098787","mRNA cleavage involved in mRNA processing","4/262","14/18903",3.23640794951246e-05,0.00029895632753971,0.000249154331884857,"CSTF2T/FIP1L1/CPSF7/CPSF2",4
"GO:0006405","GO:0006405","RNA export from nucleus","8/262","90/18903",3.55799036666924e-05,0.000325899957955417,0.000271609525558209,"NSUN2/RBM15B/CHTOP/UPF2/SSB/MCM3AP/SETD2/PHAX",8
"GO:0043489","GO:0043489","RNA stabilization","7/262","70/18903",5.1648018254962e-05,0.000469136165815905,0.000390984559245896,"METTL16/NSUN2/TRDMT1/RBM10/PARN/DKC1/PHAX",7
"GO:0000245","GO:0000245","spliceosomal complex assembly","8/262","95/18903",5.25691999259175e-05,0.000473557255530992,0.000394669156468611,"SF3B1/DDX46/DDX23/CRNKL1/SCAF11/SNRPD3/LUC7L3/BUD13",8
"GO:0031053","GO:0031053","primary miRNA processing","4/262","16/18903",5.75711384567688e-05,0.000510183259494943,0.000425193773968262,"METTL3/PUS10/DROSHA/DGCR8",4
"GO:0031054","GO:0031054","pre-miRNA processing","4/262","16/18903",5.75711384567688e-05,0.000510183259494943,0.000425193773968262,"TRUB1/BCDIN3D/AGO3/DROSHA",4
"GO:0050657","GO:0050657","nucleic acid transport","10/262","163/18903",9.47127835725833e-05,0.000825895472752927,0.000688312692405384,"NSUN2/FMR1/RBM15B/CHTOP/UPF2/SSB/MCM3AP/SETD2/HNRNPA1L2/PHAX",10
"GO:0050658","GO:0050658","RNA transport","10/262","163/18903",9.47127835725833e-05,0.000825895472752927,0.000688312692405384,"NSUN2/FMR1/RBM15B/CHTOP/UPF2/SSB/MCM3AP/SETD2/HNRNPA1L2/PHAX",10
"GO:0051236","GO:0051236","establishment of RNA localization","10/262","166/18903",0.000110191159302717,0.000953240981269532,0.000794444197813237,"NSUN2/FMR1/RBM15B/CHTOP/UPF2/SSB/MCM3AP/SETD2/HNRNPA1L2/PHAX",10
"GO:0006379","GO:0006379","mRNA cleavage","4/262","20/18903",0.000146710248387464,0.00125916669875855,0.0010494069155274,"CSTF2T/FIP1L1/CPSF7/CPSF2",4
"GO:0006479","GO:0006479","protein methylation","11/262","208/18903",0.000160590411890955,0.00135692673613287,0.00113088148071721,"METTL18/FBL/FBLL1/CHTOP/RBBP5/PCMTD2/SNRPD3/TRMT112/RRP8/SETD2/ASH2L",11
"GO:0008213","GO:0008213","protein alkylation","11/262","208/18903",0.000160590411890955,0.00135692673613287,0.00113088148071721,"METTL18/FBL/FBLL1/CHTOP/RBBP5/PCMTD2/SNRPD3/TRMT112/RRP8/SETD2/ASH2L",11
"GO:0042255","GO:0042255","ribosome assembly","6/262","61/18903",0.000196344892676957,0.00164627640782987,0.0013720294929572,"NOP2/MTERF4/DHX30/FASTKD2/RPF2/DHX37",6
"GO:0000290","GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA","3/262","10/18903",0.000293919373089614,0.00244558867685251,0.00203818737626627,"DCP1A/LSM1/PATL1",3
"GO:1903241","GO:1903241","U2-type prespliceosome assembly","4/262","24/18903",0.000308037100694031,0.00254363969512495,0.00211990444895493,"SF3B1/DDX46/SNRPD3/BUD13",4
"GO:0006406","GO:0006406","mRNA export from nucleus","6/262","67/18903",0.000329295034814703,0.00269873374397012,0.00224916197107312,"NSUN2/RBM15B/CHTOP/UPF2/MCM3AP/SETD2",6
"GO:0000244","GO:0000244","spliceosomal tri-snRNP complex assembly","4/262","25/18903",0.000362740146775459,0.00295064746257649,0.00245911034302609,"PRPF3/CD2BP2/DDX20/SART3",4
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","3/262","11/18903",0.000400004539391934,0.00320591873483241,0.00267185694655758,"LARP7/MEPCE/DKC1",3
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","3/262","11/18903",0.000400004539391934,0.00320591873483241,0.00267185694655758,"LARP7/MEPCE/DKC1",3
"GO:0000027","GO:0000027","ribosomal large subunit assembly","4/262","26/18903",0.000424053142063157,0.00337385346604993,0.00281181607069154,"NOP2/DHX30/FASTKD2/RPF2",4
"GO:0051028","GO:0051028","mRNA transport","8/262","130/18903",0.000463676476078554,0.00366237216612771,0.00305227153970856,"NSUN2/FMR1/RBM15B/CHTOP/UPF2/MCM3AP/SETD2/HNRNPA1L2",8
"GO:0051168","GO:0051168","nuclear export","9/262","165/18903",0.000503350818029755,0.00394713950829089,0.00328960057523422,"NSUN2/RBM15B/CHTOP/UPF2/SSB/MCM3AP/SETD2/CTDSPL2/PHAX",9
"GO:1903405","GO:1903405","protein localization to nuclear body","3/262","12/18903",0.000527886617289823,0.00408082562302062,0.0034010164294223,"LARP7/MEPCE/DKC1",3
"GO:1904867","GO:1904867","protein localization to Cajal body","3/262","12/18903",0.000527886617289823,0.00408082562302062,0.0034010164294223,"LARP7/MEPCE/DKC1",3
"GO:0039694","GO:0039694","viral RNA genome replication","4/262","30/18903",0.000744262432716982,0.00571300036381345,0.00476129339833029,"DDX56/FMR1/ATG16L1/PCBP2",4
"GO:1990173","GO:1990173","protein localization to nucleoplasm","3/262","14/18903",0.000855662180886962,0.00652218025990762,0.00543567509831026,"LARP7/MEPCE/DKC1",3
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","15/262","429/18903",0.00100387008745533,0.00759873885643272,0.00633289389966339,"METTL16/METTL3/METTL14/EXOSC2/EXOSC5/PARN/EXOSC8/DIS3/EXOSC9/DCP1A/LSM1/PAN2/ATG16L1/YTHDF1/PATL1",15
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/262","15/18903",0.00105866450537383,0.00790372815655805,0.00658707619421497,"FTSJ3/NOL9/RPF2",3
"GO:0110156","GO:0110156","methylguanosine-cap decapping","3/262","15/18903",0.00105866450537383,0.00790372815655805,0.00658707619421497,"DCP1A/LSM1/PATL1",3
"GO:0015931","GO:0015931","nucleobase-containing compound transport","10/262","223/18903",0.00114136336187805,0.00846317050644269,0.00705332317436991,"NSUN2/FMR1/RBM15B/CHTOP/UPF2/SSB/MCM3AP/SETD2/HNRNPA1L2/PHAX",10
"GO:2000232","GO:2000232","regulation of rRNA processing","3/262","16/18903",0.00128968605158546,0.00949836348802805,0.00791606730098329,"METTL18/DIMT1/TRMT112",3
"GO:0110154","GO:0110154","RNA decapping","3/262","18/18903",0.00184116732727233,0.0132905456074625,0.0110765242484212,"DCP1A/LSM1/PATL1",3
"GO:1902570","GO:1902570","protein localization to nucleolus","3/262","18/18903",0.00184116732727233,0.0132905456074625,0.0110765242484212,"BYSL/NOL8/RPF2",3
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","3/262","18/18903",0.00184116732727233,0.0132905456074625,0.0110765242484212,"EXOSC10/PARN/DKC1",3
"GO:0006354","GO:0006354","DNA-templated transcription elongation","10/262","241/18903",0.00203047466086837,0.0145606406601745,0.0121350390050513,"LARP7/SCAF8/TFB2M/TEFM/CDK13/INTS12/SETD2/INTS10/INTS7/POLR1E",10
"GO:0090670","GO:0090670","RNA localization to Cajal body","3/262","19/18903",0.00216413823609495,0.0151212222906634,0.012602235477395,"EXOSC10/PARN/DKC1",3
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","3/262","19/18903",0.00216413823609495,0.0151212222906634,0.012602235477395,"EXOSC10/PARN/DKC1",3
"GO:0090672","GO:0090672","telomerase RNA localization","3/262","19/18903",0.00216413823609495,0.0151212222906634,0.012602235477395,"EXOSC10/PARN/DKC1",3
"GO:0090685","GO:0090685","RNA localization to nucleus","3/262","19/18903",0.00216413823609495,0.0151212222906634,0.012602235477395,"EXOSC10/PARN/DKC1",3
"GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","4/262","40/18903",0.00222709422204222,0.0154619917326498,0.0128862374362885,"UPF2/EXOSC10/PARN/DCP1A",4
"GO:0016571","GO:0016571","histone methylation","8/262","167/18903",0.00233457089084362,0.0161055839937946,0.0134226161145773,"FBL/FBLL1/CHTOP/RBBP5/TRMT112/RRP8/SETD2/ASH2L",8
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","10/262","247/18903",0.00242792868136556,0.0166442909603048,0.0138715819398774,"METTL16/NSUN2/TRDMT1/WDR6/FMR1/RBM10/PARN/SNRNP70/DKC1/PHAX",10
"GO:0031058","GO:0031058","positive regulation of histone modification","6/262","102/18903",0.00297347952032452,0.0202568292322108,0.0168823212239478,"SF3B1/CHTOP/DDX21/RRP8/AKAP8/SART3",6
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","6/262","104/18903",0.00327505025859467,0.022172700508498,0.0184790348033161,"LARP7/SCAF8/CDK13/INTS12/INTS10/INTS7",6
"GO:0044827","GO:0044827","modulation by host of viral genome replication","3/262","23/18903",0.00379701955667816,0.0255478476344395,0.0212919290280263,"DDX56/FMR1/YTHDC2",3
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II promoter","6/262","109/18903",0.00412835766355003,0.027606808915764,0.0230078957936304,"LARP7/CDK13/INTS12/SETD2/INTS10/INTS7",6
"GO:0051291","GO:0051291","protein heterooligomerization","3/262","27/18903",0.00602091480874026,0.0400170557410176,0.0333507668802493,"CPSF7/FARSB/MAT2A",3
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","4/262","53/18903",0.0062030384790867,0.0409776481345728,0.0341513378465826,"EXOSC10/PARN/DKC1/XRN1",4
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","3/262","28/18903",0.00667523177488236,0.0438313411724203,0.0365296450331228,"METTL3/RBM15B/EXOSC10",3
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","5/262","86/18903",0.00689120836815916,0.044978545636488,0.037485741076088,"LARP7/CDK13/INTS12/INTS10/INTS7",5
